id;brand;nome;nome_normalizzato;ean;codice_prodotto;prezzo_unitario
106;Fater;ACE SPRAY BAGN ANTI BIP5 (2xSPRAY 600ml);;8001480722460;;
107;Fater;ACE SPRAY BAGN CAN BIP5(2XSPRAY550ML)/IT;;8001480721661;;
108;Fater;ACE SPRAY BAGN CANDE BIP5 (2xSPRAY600ml);;8001480722477;;
109;Fater;ACE SPRAY BAGNO CANDEG. 10X600ML/IT;;8001480721395;;
110;Fater;ACE SPRAY Bagno Eco ricarica;;8001480710528;;
111;Fater;ACE SPRAY Cassa Mista (5xCUCINA+5xIGIEN) x800ml;;8001480713000;;
112;Fater;ACE SPRAY CON ANTICALCARE 10X600ML/IT;;8001480721388;;
113;Fater;ACE SPRAY CUCINA 8X600ML/IT;;8001480721371;;
114;Fater;ACE SPRAY Eco ricarica Mix;;8001480714595;;
115;Fater;ACE SPRAY Expo Mix 4 x500ml;;8001480705388;;
116;Fater;ACE SPRAY Expo Mix 4 x800ml;;8001480705395;;
117;Fater;ACE SPRAY Expo Mix LIM EDIT x750ml;;8001480713925;;
118;Fater;ACE SPRAY SGRASS. CON CAND. 10x600 ML/IT;;8001480721449;;
119;Fater;ACE SPRAY SRP BAGN CAND LIM ED. 750ML;;8001480718791;;
120;Fater;ACE SPRAY SRP CUC LIM EDIT 750ML/IT;;8001480718784;;
121;Fater;ACE SPRAY SRP UNIV LAV LIM EDIT x800ML;;8001480722569;;
122;Fater;ACE SPRAY SRP UNIV. MARS LIM EDIT x800ML;;8001480722576;;
123;Fater;ACE SPRAY UNIV. LAVANDA 8X600ML/IT;;8001480721357;;
124;Fater;ACE SPRAY UNIV. LIMONE 8X600ML/IT;;8001480721364;;
125;Fater;ACE SPRAY UNIV. MARS. 8X600ML/IT;;8001480721340;;
126;Fater;ACE SPRAY Universale Eco ricarica;;8001480710542;;
127;Fater;ACE WC   Bipacco BREZZA MARINA 700ML;;8001480023253;;
128;Fater;ACE WC   Bipacco CANDEG. 700ML;;8001480021563;;
129;Fater;ACE WC   Bipacco DISINCR. 700ML;;8001480021570;;
130;Fater;ACE WC   BIPACCO LAVANDA 700 ML;;8001480711396;;
131;Fater;ACE WC   BREZZA MARINA 700ML;;8001480022287;;
132;Fater;ACE WC   CANDEG. 700ML;;8001480020375;;
133;Fater;ACE WC   CANDEG. 750ML;;8001480023437;;
134;Fater;ACE WC   CM BREZZA+TALCO 700 ML;;8001480701373;;
135;Fater;ACE WC   CM(7xDis.+ 5xBrezza)700 ML;;8001480701830;;
136;Fater;ACE WC   DISINC. 700ML;;8001480020382;;
137;Fater;ACE WC   EXPO BREZZA MARINA 700ML Coupon;;8001480022560;;
138;Fater;ACE WC   Expo Candeg. 700ML;;8001480022126;;
139;Fater;ACE WC   EXPO DISINC. 700ML;;8001480022133;;
140;Fater;ACE WC   Expo Misto (Cand+Lavan+Lime)72x700ML;;8001480711662;;
141;Fater;ACE WC   Expo Misto (Dis+Brez+Talco) 72x700ML;;8001480712126;;
142;Fater;ACE WC   Expo Misto (Dis+Brez+Talco) 72x700ML BS;;8001480711686;;
143;Fater;ACE WC   Expo Misto(Cand+Lavan+Lime)72x700ML BS;;8001480711709;;
144;Fater;ACE WC   Gel Cand. CM (7xLime + 5xLav.) 700 ML;;8001480710481;;
145;Fater;ACE WC   Gel Pro Enzyme 700ML;;8001480024502;;
146;Fater;ACE WC   LAVANDA 700 ML;;8001480710474;;
147;Fater;ACE WC   TAVOLETTA WC Bleach BIPACCO;;8001480704008;;
148;Fater;ACE WC   TAVOLETTA WC Bleach Single;;8001480703995;;
149;Fater;ACE WC   TAVOLETTA WC Mediter. BIPACCO;;8001480703902;;
150;Fater;ACE WC   TAVOLETTA WC Mediter. Single;;8001480703896;;
151;Fater;ACE WC   TAVOLETTA WC Misto Single (Med+Ocean);;8001480705487;;
152;Fater;ACE WC   TAVOLETTA WC Ocean BIPACCO;;8001480704015;;
153;Fater;ACE WC   TAVOLETTA WC Ocean Single;;8001480703889;;
154;Fater;ACE Bagno Brillante  x800ml;;8001480703155;;
155;Fater;ACE Bagno Brillante ( (Spray+Ricarica) x500ml;;8001480705494;;
156;Fater;ACE Bagno Brillante ( (Spray+Ricarica) x800ml;;8001480705500;;
157;Fater;ACE Bagno Brillante (2xACE SPRAY)x500ml;;8001480710351;;
158;Fater;ACE Bagno Brillante (3xACE SPRAY)x500ml;;8001480713505;;
159;Fater;ACE Bagno Brillante (3xACE SPRAY)x800ml;;8001480713543;;
160;Fater;ACE Bagno Brillante Expo x500ml;;8001480705340;;
161;Fater;ACE Bagno Brillante Expo x800ml;;8001480705357;;
162;Fater;ACE Bagno Brillante x500ml;;8001480703148;;
163;Fater;ACE Bagno igienizzante con candeggina (Spray+Ricarica) x550ml;;8001480719804;;
164;Fater;ACE Bagno igienizzante con candeggina LIM EDITx750ml;;8001480713888;;
165;Fater;ACE Bagno Igienizzante con candeggina x 550ml;;8001480402980;;
166;Fater;ACE Bagno igienizzante con candeggina x 800ml;;8001480718425;;
167;Fater;ACE Bleach Sgrassatore x 550ml;;8001480704329;;
168;Fater;ACE CANDEGGINA CLASSICA 1L;;8001480020887;;
169;Fater;ACE CANDEGGINA CLASSICA 2,5+0,5L;;8001480021020;;
170;Fater;ACE CANDEGGINA CLASSICA 2,5L;;8001480020931;;
171;Fater;ACE CANDEGGINA CLASSICA 2x3L (6L);;8001480024021;;
172;Fater;ACE CANDEGGINA CLASSICA 2x5L (10L);;8001480024038;;
173;Fater;ACE CANDEGGINA CLASSICA 3L;;8001480020986;;
174;Fater;ACE CANDEGGINA CLASSICA 4L;;8001480021044;;
175;Fater;ACE CANDEGGINA CLASSICA 5L;;8001480021051;;
176;Fater;ACE CANDEGGINA PIU 2,5L;;8001480709102;;
177;Fater;ACE CANDEGGINA PIU 2+0,5L;;8001480709096;;
178;Fater;ACE CANDEGGINA PIU 3L;;8001480709119;;
179;Fater;ACE CANDEGGINA PIU ARM. FLORE. 2,5L;;8001480709133;;
180;Fater;ACE CANDEGGINA PIU ARM. FLORE. 2+0,5L;;8001480709072;;
181;Fater;ACE CANDEGGINA PIU ARM. FLORE. 3L;;8001480711051;;
182;Fater;ACE CANDEGGINA PIU ARM. FLORE. 4L;;8001480715424;;
183;Fater;ACE CANDEGGINA PIU ARM. FLORE. 6L;;8001480715370;;
184;Fater;ACE CANDEGGINA PIU FRESCO PROFUMO 4L;;8001480715417;;
185;Fater;ACE CANDEGGINA PIU FRESCO PROFUMO 6L;;8001480715363;;
186;Fater;ACE CANDEGGINA PIU PALLET EXPO MISTO;;8001480716926;;
187;Fater;ACE CANDEGGINA PROFESSIONAL 5L;;8001480707504;;
188;Fater;ACE CANDEGGINA PROFUMATA 1L;;8001480020894;;
189;Fater;ACE CANDEGGINA PROFUMATA 2,7L;;8001480056893;;
190;Fater;ACE CANDEGGINA PROFUMATA 3,8L;;8001480703834;;
191;Fater;ACE CANDEGGINA PROFUMATA 3L;;8001480020993;;
192;Fater;ACE CANDEGGINA PROFUMATA 4L;;8001480703841;;
193;Fater;ACE CANDEGGINA SQUEEZE ARM. 1L;;8001480709126;;
194;Fater;ACE CANDEGGINA SQUEEZE FR. PROF.+ARM CM 1L;;8001480709065;;
195;Fater;ACE CANDEGGINA SQUEEZE FRESCO PROFUMO 1L;;8001480709089;;
196;Fater;ACE CANDEGGINA SQUEEZE FRESCO PROFUMO EXPO 1L BS;;8001480713185;;
197;Fater;ACE CANDEGGINA SQUEEZE MIX EXPO 1L;;8001480713192;;
198;Fater;ACE CASA CREMAGEL x500ml;;8001480021273;;
199;Fater;ACE GEL PRECISION FRESH 500ML;;8001480020368;;
200;Fater;ACE GENTLE CAND.PIU ACE SPRAY 650ML;;8001480711136;;
201;Fater;ACE Professional SALVIETTE;;8001480707627;;
202;Fater;ACE SALVIETTE con ALCOOL;;8001480600652;;
203;Fater;ACE SALVIETTE Expo Mix;;8001480600744;;
204;Fater;ACE SALVIETTE SGRASSANTI;;8001480600645;;
205;Fater;ACE SALVIETTE SRP Mix;;8001480600751;;
206;Fater;ACE Sgrassatore Cucina  (Spray+Ricarica) x500ml;;8001480704824;;
207;Fater;ACE Sgrassatore Cucina ( (Spray+Ricarica)) x800ml;;8001480704831;;
208;Fater;ACE Sgrassatore Cucina (2xACE SPRAY)x500ml;;8001480710344;;
209;Fater;ACE Sgrassatore Cucina (3xACE SPRAY)x500ml;;8001480713529;;
210;Fater;ACE Sgrassatore Cucina (3xACE SPRAY)x800ml;;8001480713567;;
211;Fater;ACE Sgrassatore Cucina EXPO x500ml;;8001480704626;;
212;Fater;ACE Sgrassatore Cucina EXPO x800ml COUPON;;8001480704619;;
213;Fater;ACE Sgrassatore Cucina LIM EDIT x750ml;;8001480713871;;
214;Fater;ACE Sgrassatore Cucina x500ml;;8001480703063;;
215;Fater;ACE Sgrassatore Cucina x800ml;;8001480703117;;
216;Fater;ACE Sgrassatore Igienizzante con candeggina ( (Spray+Ricarica) x800ml;;8001480704855;;
217;Fater;ACE Sgrassatore Igienizzante con candeggina (2xACE SPRAY)x500ml;;8001480710368;;
218;Fater;ACE Sgrassatore Igienizzante con candeggina (3xACE SPRAY)x500ml;;8001480713512;;
219;Fater;ACE Sgrassatore Igienizzante con candeggina (3xACE SPRAY)x800ml;;8001480713550;;
220;Fater;ACE Sgrassatore Igienizzante con candeggina (Spray+Ricarica) x500ml;;8001480704848;;
221;Fater;ACE Sgrassatore Igienizzante con candeggina EXPO x500ml;;8001480704589;;
222;Fater;ACE Sgrassatore Igienizzante con candeggina EXPO x800ml;;8001480705333;;
223;Fater;ACE Sgrassatore igienizzante con candeggina LIM EDIT x 750ml;;8001480718821;;
224;Fater;ACE Sgrassatore igienizzante con candeggina LIM EDIT x 750ml;;8001480713895;;
225;Fater;ACE Sgrassatore Igienizzante con candeggina x500ml;;8001480703070;;
226;Fater;ACE Sgrassatore Igienizzante con candeggina x800ml;;8001480703124;;
227;Fater;ACE Sgrassatore Univer ( (Spray+Ricarica) x800ml;;8001480704817;;
228;Fater;ACE Sgrassatore Univer (Spray+Ricarica) x500ml;;8001480704800;;
229;Fater;ACE Sgrassatore Universale (2xACE SPRAY)x500ml;;8001480710337;;
230;Fater;ACE Sgrassatore Universale (3xACE SPRAY)x500ml;;8001480713536;;
231;Fater;ACE Sgrassatore Universale (3xACE SPRAY)x800ml;;8001480713574;;
232;Fater;ACE Sgrassatore Universale EXPO x500ml;;8001480704558;;
233;Fater;ACE Sgrassatore Universale EXPO x800ml;;8001480704541;;
234;Fater;ACE Sgrassatore Universale x500ml;;8001480701175;;
235;Fater;ACE Sgrassatore Universale x800ml;;8001480701182;;
236;Fater;ACE SPRAY CANDEGGINA PIU  800ML;;8001480709256;;
237;Fater;ACE SPRAY CANDEGGINA PIU (2xACE SPRAY)x700ml;;8001480713604;;
238;Fater;ACE SPRAY CANDEGGINA PIU 700ML;;8001480709249;;
239;Fater;ACE SPRAY CANDEGGINA PIU 800ML;;8001480709294;;
240;Fater;ACE SPRAY CANDEGGINA PIU EXPO  800ML;;8001480709164;;
241;Fater;ACE SPRAY CANDEGGINA PIU EXPO 700ML;;8001480709157;;
242;Fater;ACE SPRAY CANDEGGINA PIU EXPO MIX 700 ML;;8001480709171;;
243;Fater;ACE SPRAY CANDEGGINA PIU EXPO MIX 800ML;;8001480709195;;
244;Fater;ACE SPRAY CANDEGGINA PIU EXPO MIX 800ML BS;;8001480709188;;
245;Fater;ACE SPRAY CANDEGGINA PIU EXPO SCENT 700ML COU;;8001480709201;;
246;Fater;ACE SPRAY CANDEGGINA PIU EXPO SCENT 800ML;;8001480709218;;
247;Fater;ACE SPRAY CANDEGGINA PIU Spray + Ricarica  700ML;;8001480711280;;
248;Fater;ACE SPRAY CANDEGGINA PIU Spray + Ricarica  800ML;;8001480711297;;
249;Fater;ACE SPRAY CANDEGGINA PIU Spray + Ricarica 800ML;;8001480709232;;
250;Fater;ACE SPRAY CANDEGGINA PIU Spray + Ricarica700ML;;8001480709225;;
251;Fater;ACE SPRAY CANDEGGINA PIU Spray+ Ricarica  700ML;;8001480709324;;
252;Fater;ACE SPRAY CANDEGGINA PIU Spray+ Ricarica 700ML;;8001480709270;;
253;Fater;ACE SPRAY CANDEGGINA PIU Spray+ Ricarica 800ML;;8001480709287;;
254;Fater;ACE Spray Dry &Clean x 300ml;;8001480710382;;
255;Fater;ACE Spray Dry &Clean x 75ml;;8001480710399;;
256;Fater;ACE SPRAY GENTILE CANDEGGINA PIU  Spray + Ricarica 650ML;;8001480711341;;
257;Fater;ACE SPRAY GENTILE CANDEGGINA PIU (2xACE SPRAY)x650ml;;8001480713598;;
258;Fater;ACE SPRAY GENTILE CANDEGGINA PIU 650ML;;8001480712072;;
259;Fater;ACE SPRAY GENTILE CANDEGGINA PIU 750ML;;8001480711143;;
260;Fater;ACE SPRAY GENTILE CANDEGGINA PIU EXPO  750ML;;8001480712218;;
261;Fater;ACE SPRAY GENTILE CANDEGGINA PIU EXPO 750ML;;8001480712089;;
262;Fater;ACE SPRAY GENTILE CANDEGGINA PIU Spray + REFILL 750ML;;8001480711334;;
263;Fater;ACE SPRAY GENTILE CANDEGGINA PIU Spray + Ricarica  750ML;;8001480711167;;
264;Fater;ACE SPRAY GENTILE CANDEGGINA PIU Spray + Ricarica 650ML;;8001480711150;;
265;Fater;ACE CAND. PIU SPRAY FR. PROF. 700ML/IT;;8001480709300;;
266;Fater;ACE SPRAY CAND+ FR.P BIP5(SP+RIC800ml)IT;;8001480709317;;
267;Fater;ACE HYPO CAND. CLASSICA 18X1L/IT;;8001480719309;;
268;Fater;ACE HYPO CAND. CLASSICA V-CS 6X2.5L/IT;;8001480719330;;
269;Fater;ACE HYPO CAND. CLASSICA 6X3L/IT;;8001480719408;;
270;Fater;ACE HYPO CAND. CLASSICA 4X3+1LT /IT;;8001480722705;;
271;Fater;ACE HYPO CAND. CLASSICA V-CS 4X4L/IT;;8001480719361;;
272;Fater;ACE HYPO CAND. CLASSICA 2X5L/IT;;8001480719347;;
273;Fater;ACE HYPO CAND. CLASSICA 6 L/IT;;8001480719439;;
274;Fater;ACE HYPO CAND. CLASSICA 10 L/IT;;8001480719385;;
275;Fater;ACE HYPO CAND. CLASSICA 6X2.5L+0,5L/IT;;8001480719415;;
276;Fater;ACE HYPO CAND. PROFUM 18X1L/IT;;8001480719316;;
277;Fater;ACE HYPO CAND. PROFUM 6X3L/IT;;8001480719422;;
278;Fater;ACE HYPO CAND. PROFUM 4X3.8L/IT;;8001480719378;;
279;Fater;ACE HYPO CAND PIU DENSO F PROF 4L/IT ANT;;8001480718722;;
280;Fater;ACE HYPO CAND PIU DENSO ARM 4L/IT ANT;;8001480718739;;
281;Fater;ACE HYPO CAND. IGIENE PROFUM 4x4L/IT;;8001480719460;;
282;Fater;ACE CAND. GENT. REG. 8x0,95 L/IT_(5S);;8001480719101;;
283;Fater;ACE CAND. GENT. REG. V-CS 4x3,1 L/IT;;8001480719170;;
284;Fater;ACE CAND. GENT. REG. 4x4 L/IT;;8001480723030;;
285;Fater;ACE CAND. GENT. PROF. 8x0,95 L/IT;;8001480719118;;
286;Fater;ACE CAND. GENT. PROF. 6x2,3 L/IT;;8001480719132;;
287;Fater;ACE CAND. GENT. PROF. 4x3,1 L/IT;;8001480719194;;
288;Fater;ACE CAND. GENT. PROF. 4x4 L/IT;;8001480723047;;
289;Fater;ACE CAND. GENT. PROF. BIP 3 (2x2,3 L)/IT;;8001480719163;;
290;Fater;ACE CAND. GENT. REG. BIP 2 (2x3,1 L)/IT;;8001480719200;;
291;Fater;ACE CAND. GENT. PROF. BIP 2 (2x3,1 L)/IT;;8001480719217;;
292;Fater;ACE SPRAY CAND+ 10X690ML/IT;;8001480723696;;
293;Fater;ACE SPRAY CAND + RICARICA 10X690 ML/IT;;8001480723702;;
294;Fater;ACE SPRAY CAND+ FR PR 10X690ML/IT;;8001480723719;;
295;Fater;ACE SPRAY CAND+ FR. PR(SP+RIC)5X690ML/IT;;8001480723733;;
296;Fater;ACE SPRAY CAND+ (SP+RIC) 5X690ML/IT;;8001480723740;;
297;Fater;ACE SPRAY GENTILE 10X650 ML/IT;;8001480723672;;
298;Fater;ACE SPRAY GENTILE (SPR+RIC) 5X650ML/IT;;8001480723757;;
299;Fater;ACE detersivo liquido Limited Edition Lavanda 3X38 lavaggi;;8001480724983;;
300;Fater;ACE detersivo liquido Limited Edition Lavanda 3X27 lavaggi;;8001480724976;;
301;Fater;ACE sleeve bundle Spray sgrassatore lime e menta (2x600 ml);;8001480724945;;
302;Fater;ACE Candeggina Gentile fresco profumo (2,45 L) formato singolo;;8001480724839;;
303;Fater;ACE Candeggina Gentile lavanda e muschio bianco (2,45 L) formato singolo;;8001480724846;;
304;Fater;ACE sleeve bundle Spray sgrassatore universale Marsiglia (2x600 ml);;8001480721562;;
305;Fater;ACE sleeve bundle Spray sgrassatore universale Lavanda (2x600 ml);;8001480721401;;
306;Fater;ACE sleeve bundle Spray sgrassatore cucina (2x600 ml);;8001480721418;;
307;Fater;ACE DETER LIQ CLASSICO IGIENIZ. 38 LV;;8001480720633;;
308;Fater;ACE DETER LIQ COLORATI IGIENIZ. 38 LV;;8001480720640;;
309;Fater;ACE DETER LIQ TALCO & MUSCHIO B. 38 Lv;;8001480720657;;
310;Fater;ACE DETER LIQ CLASSICO IGIENIZ. 3X38 LV;;8001480720664;;
311;Fater;ACE DETER LIQ COLORATI IGIENIZ. 3X38 LV;;8001480720671;;
312;Fater;ACE DETER LIQ CLASSICO IGIENIZ. 21 LV;;8001480720688;;
313;Fater;ACE DETER LIQ COLORATI IGIENIZ. 21 LV;;8001480720695;;
314;Fater;ACE DETER LIQ TALCO & MUSCHIO B. 21 LV;;8001480720701;;
315;Fater;ACE DETER LIQ CLASSICO IGIENIZ. 2X21 LV;;8001480720718;;
316;Fater;ACE DETER LIQ COLORATI IGIENIZ. 2X21 LV;;8001480720725;;
317;Fater;ACE DETER LIQ CLASSICO IGIENIZ. 3X21 LV;;8001480720749;;
318;Fater;ACE DETER LIQ COLORATI IGIENIZ. 3X21 LV;;8001480720756;;
319;Fater;ACE DETER LIQ TALCO & MUSCHIO B. 3X21 LV;;8001480720763;;
320;Fater;ACE DETER LIQ CLASSICO IGIENIZ. 27 LV;;8001480720794;;
321;Fater;ACE DETER LIQ COLORATI IGIENIZ. 27 LV;;8001480720800;;
322;Fater;ACE DETER LIQ. TALCO & MUSCHIO B. 27 LV;;8001480720817;;
323;Fater;ACE DETER LIQ CLASSICO IGIENIZ. 2X27 LV;;8001480720824;;
324;Fater;ACE DETER LIQ COLORATI IGIENIZ. 2X27 LV;;8001480720831;;
325;Fater;ACE DETER LIQ TALCO & MUSCHIO B. 2X27 LV;;8001480720848;;
326;Fater;ACE DETER LIQ CLASSICO IGIENIZ. 3X27 LV;;8001480720855;;
327;Fater;ACE DETER LIQ COLORATI IGIENIZ. 3X27 LV;;8001480720862;;
328;Fater;ACE DETER LIQ TALCO & MUSCHIO B. 3X27 LV;;8001480720879;;
329;Fater;ACE DETER LIQ CLASSICO IGIENIZ. 4X27 LV;;8001480720886;;
330;Fater;ACE DETER LIQ COLORATI IGIENIZ. 4X27 LV;;8001480720893;;
331;Fater;ACE DETER. LIQ DISINFETTANTE 17 LV/IT;;8001480721142;;
332;Fater;ACE DETER LIQ DISINFETTANTE 3x24 LV/IT;;8001480721159;;
