id;brand;nome;nome_normalizzato;ean;codice_prodotto;prezzo_unitario
20;p&g;PNT CREMA LUNGH INFINITE 220ML X6PZ;Pantene Pro-V Miracles Crema Siero Lunghezze Infinite 220 ml;8006540849965;;
21;p&g;PNT CREMA STYLING ONDE 235ML X6PZ;Pantene Pro-V Crema Styling Onde Naturali 235 ml;8006540314517;;
22;p&g;PNT CREMA STYLING RICCI 235ML X6PZ;Pantene Pro-V Crema Styling Ricci Perfetti 235 ml;8006540314364;;
23;p&g;PNT MASCHERA LISCI&SETOSI 300ML X6PZ;Pantene Pro-V Maschera Lisci Effetto Seta 300 ml;8700216343268;;
24;p&g;PNT MASCHERA RICCI PERFETTI 300ML X6PZ;Pantene Pro-V Maschera Ricci Perfetti 300 ml;8700216343305;;
25;p&g;PNT MASCHERA RIG&PROT EMILY 300ML X6PZ;Pantene Pro-V Miracles Maschera Rigenera e Protegge 300 ml;8700216343145;;
26;p&g;PNT OLIO LISCI&SETOSI 100ML X6PZ;Pantene Pro-V Olio Secco Lisci Effetto Seta 100 ml;8700216343190;;
27;p&g;PNT OLIO RIG&PROT EMILY 100ML X6PZ;Pantene Pro-V Miracles Olio Rigenera e Protegge 100 ml;8700216343312;;
28;p&g;PNT PPV CD BOND REPAIR 160ML X6PZ;Pantene Pro-V Miracles Balsamo Bond Repair 160ml;8700216251105;;
29;p&g;PNT PPV CD CACTUS 160ML x6PZ;Pantene Pro-V Miracles Balsamo Crescita Infinita 160ml;8700216251167;;
30;p&g;PNT PPV CD IDRATATI&LUCENTI 160ML x6PZ;Pantene Pro-V Miracles Balsamo Idrata e Illumina 160ml;8700216251112;;
31;p&g;PNT PPV MAS BOND REPAIR 300ML x6PZ;Pantene Pro-V Miracles Maschera Bond Repair 300ml;8700216250955;;
32;p&g;PNT PPV MAS CACTUS 300ML x6PZ;Pantene Pro-V Miracles Maschera Crescita Infinita 300ml;8700216251037;;
33;p&g;PNT PPV MAS IDRATATI&LUCENTI 300ML x6PZ;Pantene Pro-V Miracles Maschera Idrata e Illumina 300ml;8700216250986;;
34;p&g;PNT PPV MAS SETA 300ML x6PZ;Pantene Pro-V Maschera Liscio Effetto Seta 300ml;8700216251044;;
35;p&g;PNT PPV SIERO BOND REPAIR 150ML x6PZ;Pantene Pro-V Siero Miracles Bond Repair 150ml;8700216250894;;
36;p&g;PNT PPV SIERO GIORNO IDRA 70ML x6PZ;Pantene Pro-V Siero Giorno Miracles Idrata e Illumina 70ml;8700216250801;;
37;p&g;PNT PPV SIERO NOTTE IDRA 70ML x6PZ;Pantene Pro-V Siero Notte Miracles Idrata e Illumina 70ml;8700216250719;;
38;p&g;PNT SH MIRACLE RIG&PROT EMILY 250ML X6PZ;Pantene Pro-V Miracles Shampoo Rigenera & Protegge Emily in Paris 250ml;8700216343398;;
39;p&g;PNT SH PPV MIRAC BOND REPAIR 250ML X6PZ;Pantene Pro-V Miracles Shampoo Bond Repair 250ml;8700216342704;;
40;p&g;PNT SH PPV MIRAC CACTUS 250ML X6PZ;Pantene Pro-V Miracles Forti & Lunghi Shampoo con Estratto di Cactus 250 ml;8700216342742;;
41;p&g;PNT SH PPV MIRAC IDRATATI 250ML X6PZ;Pantene Pro-V Miracles Capelli Morbidi e Idratati Shampoo 250 ml;8700216342797;;
42;p&g;PNT SH PPV MIRAC SETA 250ML X6PZ;Pantene Pro-V Miracles Lisci Effetto Seta Shampoo 250 ml;8700216342759;;
43;p&g;PNT SHAM 3IN1 ANTIFORFORA 2X225ML X6PZ;Pantene Pro-V 3in1 Antiforfora Shampoo + Balsamo + Trattamento 2x225 ml;8001841637419;;
44;p&g;PNT SHAM 3IN1 EXTRADELICATO 2X225ML X6PZ;Pantene Pro-V 3in1 Protezione Giovane 7 Extradelicato Shampoo + Balsamo + Trattamento 2x225 ml;8001841637518;;
45;p&g;PNT SHAM 3IN1 LIN. CLASSICA 2X225ML X6PZ;Pantene Pro-V 3in1 Linea Classica Shampoo + Balsamo + Trattamento 2x225 ml;8001841637488;;
46;p&g;PNT SHAM 3IN1 LISCI E.SETA 2X225ML X6PZ;Pantene Pro-V 3in1 Lisci Effetto Seta Shampoo + Balsamo + Trattamento 2x225 ml;8001841636610;;
47;p&g;PNT SHAM ANTIFORFORA 2X225ML X6PZ;Pantene Pro-V Shampoo Antiforfora 2x225 ml;8001841634272;;
48;p&g;PNT SHAM AQUALIGHT 2X225+25ML X6PZ;Pantene Pro-V Shampoo Aqualight 2x250 ml;8001841783833;;
49;p&g;PNT SHAM LINEA CLASSICA 2X225ML X6PZ;Pantene Pro-V Shampoo Linea Classica 2x225 ml;8001841634432;;
50;p&g;PNT SHAM RICCI PERFETTI 2X225ML X6PZ;Pantene Pro-V Shampoo Ricci Perfetti 2x225 ml;8001841634463;;
51;p&g;PNT SHAMP 1IN1 AQUALIGHT 225+25ML X6PZ;Pantene Pro-V Aqualight Shampoo 250 ml;8001841641454;;
52;p&g;PNT SHAMP 1IN1 LINEA CLASSICA 225ML X6PZ;Pantene Pro-V Linea Classica Shampoo 225 ml;8001841585277;;
53;p&g;PNT SHAMP 1IN1 LINEA CLASSICA 600ML X6PZ;Pantene Pro-V Shampoo 2in1 Linea Classica 600ml;8001841573854;;
54;p&g;PNT SHAMP 1IN1 LISCI EFF.SETA 225ML X6PZ;Pantene Pro-V Shampoo 2in1 Lisci Effetto Seta 225ml;8001841585390;;
55;p&g;PNT SHAMP 1IN1 LISCI&SETOSI 600ML X6PZ;Pantene Pro-V Shampoo 2in1 Lisci e Setosi 600ml;8001841574158;;
56;p&g;PNT SHAMP 1IN1 LUNGH INFINITE 225ML X6PZ;Pantene Pro-V Shampoo 2in1 Lunghezze Infinite 225ml;8006540849866;;
57;p&g;PNT SHAMP 1IN1 RICCI PERFETTI 225ML X6PZ;Pantene Pro-V Shampoo 2in1 Ricci Perfetti 225ml;8001841585338;;
58;p&g;PNT SHAMP 1IN1 RIGE.&PROTEGGE 600ML X6PZ;Pantene Pro-V Shampoo 2in1 Rigenera e Protegge 600ml;8001841574080;;
59;p&g;PNT SHAMP 1IN1 RIGEN.&PROT. 225ML X6PZ;Pantene Pro-V Shampoo 2in1 Rigenera e Protegge 225ml;8001841585369;;
60;p&g;PNT SHAMP 3IN1 ANTI FORFORA 225ML X6PZ;Pantene Shampoo 3in1 Antiforfora 225 ml;8001841641157;;
61;p&g;PNT SHAMP 3IN1 LINEA CLASSICA 225ML X6PZ;Pantene Shampoo 3in1 Linea Classica 225 ml;8001841641331;;
62;p&g;PNT SHAMP 3IN1 LINEA CLASSICA 600ML X6PZ;Pantene Shampoo 3in1 Linea Classica 600 ml;8001841573892;;
63;p&g;PNT SHAMP 3IN1 LISCI EFF.SETA 225ML X6PZ;Pantene Shampoo 3in1 Lisci Effetto Seta 225 ml;8001841641300;;
64;p&g;PNT SHAMP 3IN1 RICCI PERFETTI 225ML X6PZ;Pantene Shampoo 3 in 1 Ricci Perfetti 225 ml;8001841641188;;
65;p&g;PNT SHAMP 3IN1 RIGEN.&PROT. 225ML X6PZ;Pantene Shampoo 3 in 1 Rigenera & Protegge 225 ml;8001841641249;;
66;p&g;PNT STYLING 5IN1 TERMOPROTET. 200ML X6PZ;Pantene Miracles 5 in 1 Spray Termoprotettore Pre-Styling 200 ml;8006540332061;;
67;p&g;PNT STYLING LACCA EXTRA FORTE 250ML X6PZ;Pantene Styling Lacca Tenuta Extra Forte 250 ml;8006540650493;;
68;p&g;PNT STYLING LACCA TENUTA FLEX 250ML X6PZ;Pantene Styling Lacca Tenuta Flessibile 250 ml;8006540349434;;
69;p&g;PNT STYLING LACCA VOLUME 250ML X6PZ;Pantene Styling Lacca Volume 250 ml;8006540650394;;
70;p&g;PNT STYLING OLIO LUCENTEZZA 200ML X6PZ;Pantene Styling Olio Lucentezza 200 ml;8006540332337;;
71;p&g;PNT STYLING SPRAY VOLUMIZZ. 250 ML X6PZ;Pantene Styling Spray Volumizzante 250 ml;8006540332528;;
72;p&g;PNT STYLING SPUMA ONDE 200ML X6PZ;Pantene Styling Spuma Onde Perfette 200 ml;8006540349243;;
73;p&g;PNT STYLING SPUMA RICCI 200ML X6PZ;Pantene Styling Spuma Ricci Perfetti 200 ml;8006540650448;;
74;p&g;PNT STYLING SPUMA VOLUME 200ML X6PZ;Pantene Styling Spuma Volume Perfetto 200 ml;8006540347096;;
75;p&g;PNT TH CN CLASSIC 300ML IT SEE CLONE;Pantene Pro-V Balsamo Linea Classica 300 ml;8001841584706;;
76;p&g;PNT TH CN REPAIR&P 300ML IT SEE CLONE;Pantene Pro-V Balsamo Rigenera & Protegge 300 ml;8001841584461;;
77;p&g;PNT TH CN S&S 300ML IT SEE CLONE;Pantene Pro-V Balsamo Lisci Effetto Seta 300 ml;8001841584768;;
78;p&g;PNT TH SH ADD 360ML IT SEE CLONE;Pantene Pro-V Shampoo Corposi e Voluminosi 360 ml;8001841585093;;
79;p&g;PNT TH SH CLASSIC 360ML IT SEE CLONE;Pantene Pro-V Shampoo Linea Classica 360ml;8001841585154;;
80;p&g;PNT TH SH REPAIR&P 360ML IT SEE CLONE;Pantene Pro-V Shampoo Rigenera & Protegge 360ml;8001841585123;;
81;p&g;PNT TH SH SMOOTH&S 360ML IT SEE CLONE;Pantene Pro-V Shampoo Lisci & Setosi 360ml;8001841585215;;
82;p&g;PNT VS BALS LISCI&SETOSI 675 ML X6PZ;Pantene Pro-V Balsamo Lisci & Setosi 675ml;8001841635897;;
83;p&g;PNT VS BALS RIGEN.&PROT. 675 ML X6PZ;Pantene Pro-V Balsamo Rigenera & Protegge 675ml;8001841635835;;
84;p&g;PNT VS SHAMP CLASSICO 675 ML X6PZ;Pantene Pro-V Shampoo Linea Classica 675ml;8001841636108;;
85;p&g;PNT VS SHAMP LISCI&SETOSI 675 ML X6PZ;Pantene Pro-V Shampoo Lisci & Setosi 675ml;8001841636191;;
86;p&g;PNT VS SHAMP RIGEN.&PROT. 675 ML X6PZ;Pantene Pro-V Shampoo Rigenera & Protegge 675ml;8001841636160;;
87;p&g;Miracles SHAMPOO BAMBOO 1000ML 4;Pantene Pro-V Miracles Shampoo Forti & Lunghi con Bambù 1000ml;8700216388511;;
88;p&g;Miracles SHAMPOO BAMBOO 1000ML 4;Pantene Pro-V Miracles Shampoo Forti & Lunghi con Bambù 1000ml;8700216388504;;
89;p&g;PANTENE BALSAMO LIN.CLASSICA 250ML X6PZ;Pantene Pro-V Balsamo Linea Classica 250ml;8001841829067;;
90;p&g;PANTENE BALSAMO LISCI E.SETA 250ML X6PZ;Pantene Pro-V Balsamo Lisci & Setosi 250ml;8001841829159;;
91;p&g;PANTENE BALSAMO RICCI PERF. 250ML X6PZ;Pantene Pro-V Balsamo Ricci Perfetti 250ml;8001841829180;;
92;p&g;PANTENE BALSAMO RIG.&PROT. 250 ML X6PZ;Pantene Pro-V Balsamo Rigenera & Protegge 250ml;8001841829098;;
93;p&g;PANTENE BIP. RIG. e PROT. SH 1L+CD 900ML;Pantene Pro-V Bipacco Shampoo Rigenera & Protegge 1000ml + Balsamo 900ml;8700216483308;;
94;p&g;Pantene Tripacco Spuma Ricci 3x200ML;Pantene Pro-V Spuma per Capelli Ricci Perfetti 3x200ml;8700216001205;;
95;p&g;Pantene Tripacco Termoprotettore 200ML;Pantene Pro-V Termoprotettore Protezione Calore 3x200ml;8700216505963;;
96;p&g;PNT 3MM RICCI PERFETTI 220ML X6PZ;Pantene 3 Minute Miracle Ricci Perfetti 220ml;8006540436356;;
97;p&g;PNT 3MM RIG&PROT 220ML X6PZ;Pantene 3 Minute Miracle Rigenera & Protegge 220ml;8006540436387;;
98;p&g;PNT BALS 3MM LISCI & SETOSI 220ML X6PZ;Pantene Balsamo 3 Minute Miracle Lisci & Setosi 220ml;8006540436417;;
99;p&g;PNT BALS AQUALIGHT 180ML X6PZ;Pantene Balsamo Aqualight 180ml;8001841584492;;
100;p&g;PNT BALS AQUALIGHT 300ML X6PZ;Pantene Balsamo Aqualight 300ml;8001841655352;;
101;p&g;PNT BALS MICELLARE 180ML X6PZ;Pantene Balsamo Micellare Purifica e Nutre 180 ml;8001841584829;;
102;p&g;PNT BALS RICCI PERFETTI 300ML X6PZ;Pantene Balsamo Ricci Perfetti 300 ml;8001841584737;;
103;p&g;PNT BALS RICCI PERFETTI 600ML X6PZ;Pantene Balsamo Ricci Perfetti 600 ml;8001841574004;;
104;p&g;PNT BALS RIGEN PROT 90MLX24;Pantene Balsamo Rigenera e Protegge 90 ml;8001090735218;;
105;p&g;PNT BOX X4PZ EMILY;Pantene Cofanetto Emily in Paris 4 Pezzi;8700216421379;;
106;p&g;PNT GOLD BAG SH+3MM+MASK+AMP;Pantene Cofanetto Gold Bag Rigenera e Protegge;8006540658543;;
107;p&g;PNT MASCHERA LISCI&SETOSI 500ML X6PZ;Pantene Maschera Lisci Effetto Seta 500 ml;8700216343107;;
108;p&g;PNT MASCHERA RIG&PROT 500ML X6PZ;Pantene Pro-V Maschera Rigenera & Protegge 500 ml;8700216343114;;
109;p&g;PNT MOLECULAR BOND REPAIR TRIPACK X1PZ;Pantene Pro-V Kit Molecular Bond Repair Tripack;8700216453066;;
110;p&g;PNT OLIO COCCO 100ML X6PZ;Pantene Miracles Olio per Capelli con Infuso di Cocco 100 ml;8700216343169;;
111;p&g;PNT PPV CD SETA 160ML x6PZ;Pantene Pro-V Miracles Balsamo Proteine della Seta 160 ml;8700216251228;;
112;p&g;PNT QUADRIPACCO RICCI REGIME X1PZ;Pantene Pro-V Kit Ricci Perfetti Quadripacco;8700216453110;;
113;p&g;PNT SH MIRACLE LISCI&SETOSI 250ML X6PZ;Pantene Miracles Shampoo Lisci Effetto Seta 250 ml;8700216343237;;
114;p&g;PNT SH MIRACLE RICCI PERFETTI 250ML;Pantene Pro-V Miracles Shampoo Ricci Perfetti 250ml;8006540110393;;
115;p&g;PNT SH MIRACLE RICCI PERFETTI 250ML X6PZ;Pantene Pro-V Miracles Shampoo Ricci Perfetti 250ml;8700216343343;;
116;p&g;PNT SH MIRACLE RIGENERA&PROTEGGE 250ML;Pantene Pro-V Miracles Shampoo Rigenera & Protegge 250ml;8006540110430;;
117;p&g;PNT SHAM MULTI NUTRIENTE 2X225ML X6PZ;Pantene Pro-V Shampoo Multi Nutriente 2x225ml;8001841637228;;
118;p&g;PNT SHAMP 1IN1 ANTI FORFORA 225ML X6PZ;Pantene Pro-V Shampoo Antiforfora 225ml;8001841585246;;
119;p&g;PNT SHAMP 1IN1 ANTI FORFORA 250ML X6PZ;Pantene Pro-V Shampoo Antiforfora 250ml;8001841636740;;
120;p&g;PNT SHAMP 1IN1 AQUALIGHT 250ML X6PZ;Pantene Shampoo Aqua Light 250 ml;8001841636825;;
121;p&g;PNT SHAMP 1IN1 AQUALIGHT 360+40ML X6PZ;Pantene Shampoo Aqua Light 360+40 ml;8001841647104;;
122;p&g;PNT SHAMP 1IN1 LINEA CLASSICA 250ML X6PZ;Pantene Shampoo Classico 2 in 1 250 ml;8001841636894;;
123;p&g;PNT SHAMP 1IN1 LISCI EFF.SETA 250ML X6PZ;Pantene Shampoo Lisci Effetto Seta 250 ml;8001841637310;;
124;p&g;PNT SHAMP 1IN1 LUNGH INFINITE 360ML X6PZ;Pantene Pro-V Miracles Shampoo Lunghezze Infinite 360 ml;8006540849910;;
125;p&g;PNT SHAMP 1IN1 MICELLARE 225+25ML X6PZ;Pantene Shampoo Micellare Purifica e Nutre 225+25 ml;8001841641546;;
126;p&g;PNT SHAMP 1IN1 MICELLARE 250ML X6PZ;Pantene Shampoo Micellare Purifica e Nutre 250 ml;8001841637136;;
127;p&g;PNT SHAMP 1IN1 MICELLARE 360+40ML X6PZ;Pantene Shampoo Micellare Purifica e Nutre 360+40 ml;8001841647319;;
128;p&g;PNT SHAMP 1IN1 MULTINUTRIENTE 225ML X6PZ;Pantene Shampoo Lisci Effetto Seta 225 ml;8001841584973;;
129;p&g;PNT SHAMP 1IN1 RICCI PERFETTI 250ML X6PZ;Pantene Pro-V Shampoo Classico 1 in 1 Ricci Perfetti 250 ml;8001841637013;;
130;p&g;PNT SHAMP 1IN1 RICCI PERFETTI 360ML X6PZ;Pantene Pro-V Shampoo Classico 1 in 1 Ricci Perfetti 360 ml;8001841585185;;
131;p&g;PNT SHAMP 1IN1 RICCI PERFETTI 600ML X6PZ;Pantene Pro-V Shampoo Classico 1 in 1 Ricci Perfetti 600 ml;8001841573960;;
132;p&g;PNT SHAMP 1IN1 RIGEN PROT 90MLX24;Pantene Pro-V Shampoo Classico 1 in 1 Rigenera e Protegge 90 ml;8001090735157;;
133;p&g;PNT SHAMP 1IN1 RIGEN.&PROT. 250ML X6PZ;Pantene Pro-V Shampoo Classico 1 in 1 Rigenera e Protegge 250 ml;8001841637235;;
134;p&g;PNT SHAMP 3IN1 ANTI FORFORA 250ML X6PZ;Pantene Pro-V Shampoo 3 in 1 Antiforfora 250 ml;8001841636771;;
135;p&g;PNT SHAMP 3IN1 ANTI FORFORA 360ML X6PZ;Pantene Pro-V Shampoo 3 in 1 Antiforfora 360 ml;8001841647074;;
136;p&g;PNT SHAMP 3IN1 EXTRA DELICATO 225ML X6PZ;Pantene Pro-V Shampoo 3 in 1 Extra Delicato 225 ml;8001841641362;;
137;p&g;PNT SHAMP 3IN1 EXTRA DELICATO 250ML X6PZ;Pantene Pro-V Shampoo 3 in 1 Extra Delicato 250 ml;8001841637044;;
138;p&g;PNT SHAMP 3IN1 LINEA CLASSICA 250ML X6PZ;Pantene Pro-V Shampoo 3 in 1 Linea Classica 250 ml;8001841636924;;
139;p&g;PNT SHAMP 3IN1 LINEA CLASSICA 360ML X6PZ;Pantene Pro-V Shampoo 3 in 1 Linea Classica 360 ml;8001841647135;;
140;p&g;PNT SHAMP 3IN1 LISCI EFF.SETA 250ML X6PZ;Pantene Pro-V Shampoo 3 in 1 Lisci Effetto Seta 250 ml;8001841637280;;
141;p&g;PNT SHAMP 3IN1 LISCI EFF.SETA 360ML X6PZ;Pantene Shampoo 3in1 Lisci Effetto Seta 360 ml;8001841647197;;
142;p&g;PNT SHAMP 3IN1 LISCI&SETOSI 600ML X6PZ;Pantene Shampoo 3in1 Lisci e Setosi 600 ml;8001841574196;;
143;p&g;PNT SHAMP 3IN1 RICCI PERFETTI 250ML X6PZ;Pantene Shampoo 3in1 Ricci Perfetti 250 ml;8001841636986;;
144;p&g;PNT SHAMP 3IN1 RICCI PERFETTI 360ML X6PZ;Pantene Shampoo 3in1 Ricci Perfetti 360 ml;8001841647043;;
145;p&g;PNT SHAMP 3IN1 RIGEN.&PROT. 250ML X6PZ;Pantene Shampoo 3in1 Rigenera e Protegge 250 ml;8001841637198;;
146;p&g;PNT SHAMP 3IN1 RIGEN.&PROT. 360ML X6PZ;Pantene Shampoo 3in1 Rigenera e Protegge 360 ml;8001841647166;;
147;p&g;PNT SHAMPOO 3IN1 LISCI E.SETA 300ML X6PZ;Pantene Shampoo 3in1 Lisci Effetto Seta 300 ml;8001841829036;;
148;p&g;PNT SOS SHOTS LISCI 3X15ML;Pantene SOS Shots Lisci Effetto Seta 3x15 ml;8001841733616;;
149;p&g;PNT SOS SHOTS R&P 3X15ML;Pantene SOS Shots Rigenera e Protegge 3x15 ml;8001841733654;;
150;p&g;PNT TRIP BALSAMO LISCI SETA 3X600ML X2PZ;Pantene Pro-V Balsamo Lisci Effetto Seta 3x600ml;8001841870137;;
151;p&g;PNT TRIP SH1IN1 LISCI SETA 3X675ML X2PZ;Pantene Pro-V Shampoo 3in1 Lisci Effetto Seta 3x675ml;8001841868028;;
152;p&g;PNT TRIP SH1IN1 RICCI PER. 3X675ML X2PZ;Pantene Pro-V Shampoo 3in1 Ricci Perfetti 3x675ml;8001841868059;;
153;p&g;PNT TRIP SH1IN1 RIG.&PROT. 3X675ML X2PZ;Pantene Pro-V Shampoo 3in1 Rigenera e Protegge 3x675ml;8001841868080;;
154;p&g;PNT TRIPACK SH MASK 3MM R&P X1PZ;Pantene Pro-V Maschera 3 Minute Miracle Rigenera e Protegge 3x150ml;8700216453073;;
155;p&g;PNT TRIPACK SH MASK 3MM RICCI X1PZ;Pantene Pro-V Maschera 3 Minute Miracle Ricci Perfetti 3x150ml;8700216454650;;
156;p&g;PNT VG BALS CLASSICO 200 ML IT;Pantene Pro-V Balsamo Linea Classica 200ml;8001841650609;;
157;p&g;PNT VG BALS LISCI EFF SETA 200 ML IT;Pantene Pro-V Balsamo Lisci Effetto Seta 200ml;8001841650753;;
158;p&g;PNT VG BALS RICCI 200 ML IT;Pantene Pro-V Balsamo Ricci Perfetti 200ml;8001841650661;;
159;p&g;PNT VG BALS RIG&PROT 200 ML IT;Pantene Pro-V Balsamo Rigenera e Protegge 200ml;8001841650722;;
160;p&g;PNT VS BALS RICCI 675 ML X6PZ;Pantene Pro-V Balsamo Ricci Perfetti 675ml;8001841635866;;
161;p&g;PNT VS BALS RIG&PROT 900 ML IT;Pantene Pro-V Balsamo Rigenera e Protegge 900ml;8001841618890;;
162;p&g;PNT VS SH LISCI EFF SETA 1000 ML IT;Pantene Pro-V Shampoo Lisci Effetto Seta 1000ml;8001841634241;;
163;p&g;PNT VS SH RIG&PROT 1000 ML IT;Pantene Pro-V Shampoo Rigenera e Protegge 1000ml;8001841617565;;
164;p&g;PNT VS SHAMP 3IN1 CLASSICO 675 ML X6PZ;Pantene Pro-V Shampoo 3in1 Linea Classica 675ml;8001841573786;;
165;p&g;PNT VS SHAMP 3IN1 LISCI&SET 675 ML X6PZ;Pantene Pro-V Shampoo 3in1 Lisci Effetto Seta 675ml;8001841574127;;
166;p&g;PNT VS SHAMP ANTIFORFORA 675 ML X6PZ;Pantene Pro-V Shampoo Antiforfora 675ml;8001841636139;;
167;p&g;PNT VS SHAMP RICCI 675 ML X6PZ;Pantene Pro-V Shampoo Ricci Perfetti 675 ml;8001841636221;;
