id;brand;nome;nome_normalizzato;ean;codice_prodotto;prezzo_unitario;nome_normalizzato_gs1;note
11;P&G;iO10 Series Stardust White- B0BC1LWX3B;Oral-B Spazzolino Elettrico Ricaricabile iO 10 Bianco, 1 Testina, 1 Custodia Da Viaggio Ricaricabile, 1 Spazzolino;;;;;Codice prodotto mancante
12;P&G;iO10 Series Cosmic Black- B0B5FFRWB8;Oral-B iO10 Series Cosmic Black;;;;;Codice prodotto mancante
13;P&G;iO9 SIOC NEW + TC WT- B0D5D55GXL;Oral-B Spazzolino Elettrico Ricaricabile iO 9 Nero, 3 Testine Di Ricambio, Custodia Da Viaggio Ricaricabile, 1 Spazzolino Elettrico Oral B, Sensore di Pressione, Display Interattivo;;;;;Codice prodotto mancante
14;P&G;iO9 SIOC NEW + TC BK- B0D5D7GPR7;Oral-B Spazzolino Elettrico Ricaricabile iO 9 Nero, 1 Spazzolino Elettrico Oral B, 3 Testine Di Ricambio, Custodia Da Viaggio con caricatore, Pulizia Denti Efficace;;;;;Codice prodotto mancante
15;P&G;iO9 Series Plus Black Onyx - B0B5B2X2ZY;Oral-B Spazzolino Elettrico Ricaricabile iO 9 Nero, 3 Testine Oral B Di Ricambio, Spazzolino Elettrico, Custodia Da Viaggio con caricatore, Pulizia Denti Efficace;;;;;Codice prodotto mancante
16;P&G;iO9 Series Plus Rose Quartz - B0B59ZSZCK;Oral-B Spazzolino Elettrico Ricaricabile iO 9 Rosa, 3 Testine Di Ricambio, 1 Custodia Da Viaggio Con Caricatore. 1 Spazzolino;;;;;Codice prodotto mancante
17;P&G;iO9 Series Plus White Alabaster - B0B59Z7RJM;Oral-B Spazzolino Elettrico Ricaricabile iO 9 Bianco, 3 Testine Di Ricambio, 1 Custodia Da Viaggio con Caricatore. 1 Spazzolino;;;;;Codice prodotto mancante
18;P&G;iO9 Black Onyx Limited Edition NEW- B0B5FHP193;Oral-B Spazzolino Elettrico Ricaricabile iO 9 Nero Edizione Limitata, 1 Testina Di Ricambio, 1 Custodia Da Viaggio, 1 Astuccio Magnetico. 1 Spazzolino;;;;;Codice prodotto mancante
19;P&G;iO9n Series White Alabaster NEW- B0B5FFCW44;Oral-B iO Series 9n Spazzolino Elettrico Ricaricabile, Bianco Alabastro;;;;;Codice prodotto mancante
20;P&G;iO9n Series Black Onyx NEW- B0B5FFMNKV;Oral-B Spazzolino Elettrico Ricaricabile iO 9N, Sensore di Pressione, Display Interattivo, A.I. , 7 Modalità, 2 Testine, 1 Spazzolino, 1 Custodia da Viaggio, pacchetto variabile, Nero (Black Onyx);;;;;Codice prodotto mancante
21;P&G;iO9n Series Rose Quartz NEW- B0B5FNNZVK;Oral-B iO Series 9n Spazzolino Elettrico Ricaricabile, 1 Manico, Colore Quarzo Rosa;;;;;Codice prodotto mancante
22;P&G;iO9 Black Onyx Special Edition NEW- B0B5FH5PP1;Oral-B Spazzolino Elettrico Ricaricabile iO 9 Nero Edizione Speciale, 1 Testina Oral B Di Ricambio, Spazzolino Elettrico Oral B, Custodia Da Viaggio, Astuccio Magnetico;;;;;Codice prodotto mancante
23;P&G;iO9 Rose Quartz Special Edition NEW- B0B5FFT1BQ;Oral-B Spazzolino Elettrico Ricaricabile iO9 Rosa Edizione Speciale, 1 Testina, 1 Astuccio Magnetico, 1 Custodia Da Viaggio Ricaricabile, 1 Spazzolino;;;;;Codice prodotto mancante
24;P&G;iO9 Aqua Marine Special Edition NEW- B0B5FDQ5Z6;Oral-B Spazzolino Elettrico Ricaricabile iO 9 Blu Edizione Speciale, 1 Testina Di Ricambio, 1 Custodia Da Viaggio, 1 Astuccio Magnetico. 1 Spazzolino;;;;;Codice prodotto mancante
25;P&G;iO9 SIOC DUO black+pink- B0DBM7PY4J;Oral-B iO 9 Spazzolini Elettrici, Nero e Rosa, Con Sensore Di Pressione Per Proteggere Gengive, Accessori, 2 Spazzole Di Ricambio Caricatore, Custodia Da Viaggio, Imballaggio In Cartone;;;;;Codice prodotto mancante
26;P&G;OB PW iO10 WHITE + 1xOBPurify- B0C7CS4JB3;Oral-B Spazzolino Elettrico Ricaricabile iO 10 Bianco con Caricatore iO Sense, 1 Spazzolino + Dentifricio Protezione Gengive Pulizia Profonda 75ml;;;;;Codice prodotto mancante
27;P&G;iO10 Black + paste- B0BCQY8MZW;Oral-B Spazzolino Elettrico Ricaricabile iO 10 Nero, 1 Testina, 1 Custodia Da Viaggio ricaricabile, 1 Caricatore iO Sense + 1 Dentifricio Gengive & Smalto Pro-Repair Classico 75ml;;;;;Codice prodotto mancante
28;P&G;iO10 White + paste- B0BCR22NT6;Oral-B iO Series 10 Spazzolino Elettrico Ricaricabile, 1 Manico, Colore Stardust White;;;;;Codice prodotto mancante
29;P&G;iO9 Rose Quartz Limited Edition OLD- B0B5S4XL7D;Oral-B iO Series 9n Spazzolino Elettrico Ricaricabile, 1 Manico, Colore Quarzo Rosa;;;;;Codice prodotto mancante
30;P&G;iO9 Aqua Marine Limited Edition OLD- B0B5FGQL2J;Oral-B Spazzolino Elettrico Ricaricabile iO 9 Blu Edizione Limitata, 1 Testina Di Ricambio, 1 Custodia Da Viaggio, 1 Astuccio Magnetico. 1 Spazzolino;;;;;Codice prodotto mancante
31;P&G;io9 special WHITE OLD- B096STLH6W;Oral-B iO Series 9s Spazzolino Elettrico Ricaricabile, 1 Manico, Colore Bianco Alabastro;;;;;Codice prodotto mancante
32;P&G;io9 special BLACK OLD- B094XHYR38;Oral-B Spazzolino Elettrico Ricaricabile iO 9 Edizione Speciale Nero, Tecnologia Magnetica Rivoluzionaria, Display A Colori, 1 Testina, Custodia Da Viaggio, 1 Astuccio Magnetico, Designed By Braun;;;;;Codice prodotto mancante
33;P&G;io9 special ROSE OLD- B096SSKKQ2;Oral-B Spazzolino Elettrico Ricaricabile iO 9 Edizione Speciale Rosa. Esclusivo Con Tecnologia Magnetica Rivoluzionaria, Display A Colori, 1 Testina, 1 Custodia Da Viaggio Con Caricatore;;;;;Codice prodotto mancante
34;P&G;OB PW IO 9 PINK X1PZ OLD- B088NDHVB5;Oral-B iO Series 9 Spazzolino Elettrico Ricaricabile, 1 Manico, Colore Rosa;;;;;Codice prodotto mancante
35;P&G;OB PW IO 9 BLACK X1PZ OLD- B088NFYVSX;Oral-B iO - 9n - Spazzolino Elettrico Ricaricabile, 1 Spazzolino Nero Esclusivo Con Tecnologia Magnetica Rivoluzionaria, Display A Colori, 1 Testina, 1 Custodia Da Viaggio Con Caricatore;;;;;Codice prodotto mancante
36;P&G;OB PW IO9 WHITE X1PZ OLD- B088N49XQR;Oral-B iO Series 9 Spazzolino Elettrico Ricaricabile, 1 Manico, Colore Bianco;;;;;Codice prodotto mancante
37;P&G;OB PW IO9S BLACK OLD- B097FM6HP7;Oral-B iO Series 9s Spazzolino Elettrico Ricaricabile, 1 Manico, Colore Nero Onice;;;;;Codice prodotto mancante
38;P&G;OB PW IO9S WHITE OLD-B097FK2N8J;Oral-B iO Series 9s Spazzolino Elettrico Ricaricabile, 1 Manico, Colore Bianco Alabastro;;;;;Codice prodotto mancante
39;P&G;OB PW IO9S PINK OLD- B097FMBCZB;Oral-B iO Series 9s Spazzolino Elettrico Ricaricabile, 1 Manico, Colore Quarzo Rosa;;;;;Codice prodotto mancante
