id;brand;nome;nome_normalizzato;ean;codice_prodotto;prezzo_unitario;nome_normalizzato_gs1;note
37;P&G;LENOR PORTOFINO 54 LAV X8 PZ;Lenor Ammorbidente Concentrato Fuga a Portofino 54 Lavaggi;8006540891292;;;Lenor Ammorbidente Lavatrice Concentrato, fioritura primaverile di Portofino 54 Lavaggi 1134 ml;Prodotto trovato su GS1
38;P&G;LENOR PORTOFINO 86 LAV X6 PZ;Lenor Ammorbidente Concentrato Fuga a Portofino 86 Lavaggi;8006540891155;;;Lenor Ammorbidente Lavatrice Concentrato, fioritura primaverile di Portofino 86 Lavaggi 1806 ml;Prodotto trovato su GS1
39;P&G;LENOR RISVEGLIO PRIMAVERILE 40 LAV X12PZ;Lenor Ammorbidente Concentrato Risveglio Primaverile 40 Lavaggi;8006540891438;;;Lenor Ammorbidente Lavatrice Concentrato, Risveglio Primaverile, 40 Lavaggi 840 ml;Prodotto trovato su GS1
40;P&G;LENOR RISVEGLIO PRIMAVERILE 54 LAV X8 PZ;Lenor Ammorbidente Concentrato Risveglio Primaverile 54 Lavaggi;8006540891087;;;Lenor Ammorbidente Lavatrice Concentrato, Risveglio Primaverile, 54 Lavaggi 1134 ml;Prodotto trovato su GS1
41;P&G;LENOR RISVEGLIO PRIMAVERILE 86 LAV X6 PZ;Lenor Ammorbidente Concentrato Risveglio Primaverile 86 Lavaggi;8006540891186;;;Lenor Ammorbidente Lavatrice Concentrato, Risveglio Primaverile, 86 Lavaggi 1806 ml;Prodotto trovato su GS1
42;P&G;LENOR SPRING 6X140G BR2-UNS-IT;Lenor Unstoppables Profumatore per Bucato in Perle Spring 140g;8001090886460;;;;Prodotto non trovato su GS1
43;P&G;LENOR UN. FRESCH. DI DASH 210 GR X 6 PZ;Lenor Unstoppables Profumatore per Bucato in Perle Freschezza di Dash 210g;8006540791189;;;Lenor Unstoppables Profumo per il Bucato Freschezza di Dash 210 g;Prodotto trovato su GS1
44;P&G;LENOR UNS Freschezza di Dash 570g;Lenor Unstoppables Profumatore per Bucato in Perle Freschezza di Dash 570g;8006540791196;;;Lenor Unstoppables Profumo per il Bucato Freschezza di Dash 570 g;Prodotto trovato su GS1
45;P&G;LENOR UNS FRESH 570G;Lenor Unstoppables Profumatore per Bucato in Perle Fresh 570g;8006540755389;;;Lenor Unstoppables Profumo per il bucato Fresh 570 g;Prodotto trovato su GS1
46;P&G;LENOR UNSTOPPABLE FRESH 210GR X 6 PZ;Lenor Unstoppables Profumatore per Bucato in Perle Fresh 210g;8001090866783;;;Lenor Unstoppables Profumo per il Bucato Fresh 210 g;Prodotto trovato su GS1
47;P&G;LENOR UNSTOPPABLE LAVISH 210GR X 6 PZ;Lenor Unstoppables Profumatore per Bucato in Perle Lavish 210g;8001090866905;;;Lenor Unstoppables Profumo per il Bucato Lavish 210 g;Prodotto trovato su GS1
48;P&G;LENOR UNSTOPPABLE SPRING 210GR X 6 PZ;Lenor Unstoppables Profumatore per Bucato in Perle Spring 210g;8001090866943;;;Lenor Unstoppables Profumo per il Bucato Spring 210 g;Prodotto trovato su GS1
49;P&G;Beads Tree Expo Freschezza di Dash 12pz;Lenor Unstoppables Profumatore per Bucato in Perle Freschezza di Dash 210g;8006540791189;;;Lenor Unstoppables Profumo per il Bucato Freschezza di Dash 210 g;Prodotto trovato su GS1
50;P&G;LENOR AMETISTA & BOUQUET 25 LAV X8 PZ;Lenor Ammorbidente Concentrato Ametista & Bouquet Floreale 25 Lavaggi;8006540891520;;;Lenor Ammorbidente Lavatrice Concentrato, Ametista Rosa e Note Di Muschio, 25 Lavaggi 525 ml;Prodotto trovato su GS1
51;P&G;LENOR CAPRI 25 LAV X8 PZ;Lenor Ammorbidente Concentrato Profumo di Capri 25 Lavaggi;8006540891704;;;Lenor Ammorbidente Lavatrice Concentrato, fresca brezza di Capri 25 Lavaggi 525 ml;Prodotto trovato su GS1
52;P&G;LENOR DOLOMITI 40 LAV X12 PZ;Lenor Ammorbidente Concentrato Freschezza delle Dolomiti 40 Lavaggi;8006540891599;;;Lenor Ammorbidente Lavatrice Concentrato, Atmosfere d'Italia Dolomiti, 40 Lavaggi 840 ml;Prodotto trovato su GS1
53;P&G;Lenor Elisir Calabria bipa 2x25 Lav x4pz;Lenor Ammorbidente Elisir Sogno di Calabria 2x25 Lavaggi;8700216483773;;;Lenor Ammorbidente Elisir Sogno di Calabria 2 x 25 Lavaggi 2 x 525 ml;Prodotto trovato su GS1
54;P&G;Lenor Elisir Sicilia bipa 2x25 Lav x4pz;Lenor Ammorbidente Elisir Sogno di Sicilia 2x25 Lavaggi;8700216483797;;;Lenor Ammorbidente Elisir Sogno di Sicilia 2 x 25 Lavaggi 2 x 525 ml;Prodotto trovato su GS1
55;P&G;Lenor Elisir Toscana bipa 2x25 Lav x4pz;Lenor Ammorbidente Elisir Sogno di Toscana 2x25 Lavaggi;8700216483827;;;Lenor Ammorbidente Elisir Sogno di Toscana 2 x 25 Lavaggi 2 x 525 ml;Prodotto trovato su GS1
56;P&G;LENOR FOGLI ASCIUGATRICE 25FOGLI X 15PZ;Lenor Fogli per Asciugatrice Risveglio Primaverile 25 Fogli;5413149024465;;;Lenor Foglietti per Asciugatrice Risveglio Primaverile 25 pz;Prodotto trovato su GS1
57;P&G;LENOR GELSOMINO SCARLATTO 25 LAV X8 PZ;Lenor Ammorbidente Concentrato Gelsomino Scarlatto 25 Lavaggi;8006540891742;;;Lenor Ammorbidente Lavatrice Concentrato, Gelsomino Scarlatto e Rose de Mai, 25 Lavaggi 525 ml;Prodotto trovato su GS1
58;P&G;LENOR LAVANDA 40 LAV X12 PZ;Lenor Ammorbidente Concentrato Lavanda e Camomilla 40 Lavaggi;8006540892053;;;Lenor Ammorbidente Lavatrice Concentrato, Lavanda e Camomilla, 40 Lavaggi 840 ml;Prodotto trovato su GS1
59;P&G;LENOR ORO & FIORI 25 LAV X8 PZ;Lenor Ammorbidente Concentrato Oro e Fiori di Vaniglia 25 Lavaggi;8006540891889;;;Lenor Ammorbidente Lavatrice Concentrato, Oro e Fiori di Vaniglia, 25 Lavaggi 525 ml;Prodotto trovato su GS1
60;P&G;LENOR ORO & FIORI 86 LAV X6 PZ;Lenor Ammorbidente Concentrato Oro e Fiori di Vaniglia 86 Lavaggi;8006540891216;;;Lenor Ammorbidente Lavatrice Concentrato, Oro e Fiori di Vaniglia, 86 Lavaggi 1806 ml;Prodotto trovato su GS1
61;P&G;LENOR PANAREA 25 LAV X8 PZ;Lenor Ammorbidente Concentrato Essenze Panarea 25 Lavaggi;8006540891544;;;Lenor Ammorbidente Lavatrice Concentrato, Atmosfere d'Italia Panarea, 25 Lavaggi 525 ml;Prodotto trovato su GS1
62;P&G;LENOR PANAREA 40 LAV X12 PZ;Lenor Ammorbidente Concentrato Essenze Panarea 40 Lavaggi;8006540891827;;;Lenor Ammorbidente Lavatrice Concentrato, Atmosfere d'Italia Panarea, 40 Lavaggi 840 ml;Prodotto trovato su GS1
63;P&G;LENOR PERLE MIXED CS (O/R/A) X6PZ FFU;Lenor Unstoppables Profumatore per Bucato in Perle Mix 3 Fragranze 3x210g;8006540754832;;;;Prodotto non trovato su GS1
64;P&G;Lenor PGP Brezza d'Estate 200Lav 4Lx3PZ;Lenor Professional Ammorbidente Brezza d'Estate 4L 200 Lavaggi;8006540926895;;;;Prodotto non trovato su GS1
65;P&G;Lenor PGP Brezza di Mare 200Lav 4Lx3PZ;Lenor Professional Ammorbidente Brezza di Mare 4L 200 Lavaggi;8006540926925;;;;Prodotto non trovato su GS1
66;P&G;Lenor PGP Brezza di Primav 200Lav 4Lx3PZ;Lenor Professional Ammorbidente Risveglio Primaverile 4L 200 Lavaggi;8006540926840;;;;Prodotto non trovato su GS1
67;P&G;Lenor PGP Sensitive 200Lav 3.8Lx3PZ;Lenor Professional Ammorbidente Sensitive 3.8L 200 Lavaggi;8006540926949;;;;Prodotto non trovato su GS1
68;P&G;LENOR PORTOFINO 25 LAV X8 PZ;Lenor Ammorbidente Concentrato Essenze Portofino 25 Lavaggi;8006540891698;;;Lenor Ammorbidente Lavatrice Concentrato, fioritura primaverile di Portofino 25 Lavaggi 525 ml;Prodotto trovato su GS1
69;P&G;LENOR PORTOFINO 40 LAV X12 PZ;Lenor Ammorbidente Concentrato Essenze Portofino 40 Lavaggi;8006540891858;;;Lenor Ammorbidente Lavatrice Concentrato, fioritura primaverile di Portofino 40 Lavaggi 840 ml;Prodotto trovato su GS1
70;P&G;Lenor Risveglio Primaverile 25 lav x8 PZ;Lenor Ammorbidente Concentrato Risveglio Primaverile 25 Lavaggi;8006540891407;;;Lenor Ammorbidente Lavatrice Concentrato, Risveglio Primaverile, 25 Lavaggi 525 ml;Prodotto trovato su GS1
71;P&G;Lenor Sensitive 25 lav x8 PZ;Lenor Ammorbidente Concentrato Pelli Sensibili 25 Lavaggi;8006540891780;;;;Prodotto non trovato su GS1
72;P&G;LENOR SENSITIVE 40 LAV X12 PZ;Lenor Ammorbidente Concentrato Pelli Sensibili 40 Lavaggi;8006540891612;;;Lenor Ammorbidente Lavatrice Concentrato, Sensitive, 40 Lavaggi 840 ml;Prodotto trovato su GS1
73;P&G;LENOR UNS FRESH 6X210G;Lenor Unstoppables Profumatore per Bucato in Perle Fresh 210g;8001090866783;;;Lenor Unstoppables Profumo per il Bucato Fresh 210 g;Prodotto trovato su GS1
74;P&G;LENOR ESSENZE AMALFI 42 LAV;Lenor Ammorbidente Concentrato Essenze Sogno di Amalfi 42 Lavaggi;8700216772976;;;;Prodotto non trovato su GS1
75;P&G;LENOR ESSENZE AMALFI 55 LAV;Lenor Ammorbidente Concentrato Essenze Sogno di Amalfi 55 Lavaggi;8700216772877;;;;Prodotto non trovato su GS1
76;P&G;LENOR ESSENZE AMALFI 71 LAV;Lenor Ammorbidente Concentrato Essenze Sogno di Amalfi 71 Lavaggi;8700216772921;;;Lenor Essenze D'Italia Amalfi Ammorbidente Concentrato Limone e Mughetto, 71 Lavaggi 1,491 L;Prodotto trovato su GS1
77;P&G;LENOR ESSENZE AMALFI 87 LAV;Lenor Ammorbidente Concentrato Essenze Sogno di Amalfi 87 Lavaggi;8700216772914;;;;Prodotto non trovato su GS1
78;P&G;LENOR ESSENZE CAPRI 42 LAV;Lenor Ammorbidente Concentrato Essenze Fuga a Capri 42 Lavaggi;8700216772105;;;;Prodotto non trovato su GS1
79;P&G;LENOR ESSENZE CAPRI 55 LAV;Lenor Ammorbidente Concentrato Essenze Fuga a Capri 55 Lavaggi;8700216772266;;;;Prodotto non trovato su GS1
80;P&G;LENOR ESSENZE CAPRI 71 LAV;Lenor Ammorbidente Concentrato Essenze Fuga a Capri 71 Lavaggi;8700216771948;;;Lenor Essenze D'Italia Capri Ammorbidente Concentrato Gardenia e Giacinto, 71 Lavaggi 1,491 L;Prodotto trovato su GS1
81;P&G;LENOR ESSENZE CAPRI 87 LAV;Lenor Ammorbidente Concentrato Essenze Fuga a Capri 87 Lavaggi;8700216772556;;;;Prodotto non trovato su GS1
82;P&G;LENOR ESSENZE FIRENZE 42 LAV;Lenor Ammorbidente Concentrato Essenze Risveglio a Firenze 42 Lavaggi;8700216773010;;;;Prodotto non trovato su GS1
83;P&G;LENOR ESSENZE FIRENZE 55 LAV;Lenor Ammorbidente Concentrato Essenze Risveglio a Firenze 55 Lavaggi;8700216772372;;;Lenor Essenze D'Italia Firenze Ammorbidente Concentrato Iris e Glicine, 55 Lavaggi 1,155 L;Prodotto trovato su GS1
84;P&G;LENOR ESSENZE FIRENZE 87 LAV;Lenor Ammorbidente Concentrato Essenze Risveglio a Firenze 87 Lavaggi;8700216773102;;;;Prodotto non trovato su GS1
85;P&G;LENOR ESSENZE POLIGNANO 42 LAV;Lenor Ammorbidente Concentrato Essenze Brezza di Polignano 42 Lavaggi;8700216773058;;;;Prodotto non trovato su GS1
86;P&G;LENOR ESSENZE POLIGNANO 55 LAV;Lenor Ammorbidente Concentrato Essenze Brezza di Polignano 55 Lavaggi;8700216772693;;;;Prodotto non trovato su GS1
87;P&G;LENOR ESSENZE POLIGNANO 87 LAV;Lenor Ammorbidente Concentrato Essenze Brezza di Polignano 87 Lavaggi;8700216773089;;;;Prodotto non trovato su GS1
88;P&G;LENOR ESSENZE PORTOFINO 42 LAV;Lenor Ammorbidente Concentrato Essenze Tramonto a Portofino 42 Lavaggi;8700216772846;;;;Prodotto non trovato su GS1
89;P&G;LENOR ESSENZE PORTOFINO 55 LAV;Lenor Ammorbidente Concentrato Essenze Tramonto a Portofino 55 Lavaggi;8700216772044;;;;Prodotto non trovato su GS1
90;P&G;LENOR ESSENZE PORTOFINO 71 LAV;Lenor Ammorbidente Concentrato Essenze Tramonto a Portofino 71 Lavaggi;8700216772204;;;Lenor Essenze D'Italia Portofino Ammorbidente Concentrato Fresia e Neroli, 71 Lavaggi 1,491 L;Prodotto trovato su GS1
91;P&G;LENOR ESSENZE PORTOFINO 87 LAV;Lenor Ammorbidente Concentrato Essenze Tramonto a Portofino 87 Lavaggi;8700216772112;;;;Prodotto non trovato su GS1
92;P&G;LENOR ESSENZE SIRACUSA 42 LAV;Lenor Ammorbidente Concentrato Essenze Passeggiata a Siracusa 42 Lavaggi;8700216772150;;;;Prodotto non trovato su GS1
93;P&G;LENOR ESSENZE SIRACUSA 55 LAV;Lenor Ammorbidente Concentrato Essenze Passeggiata a Siracusa 55 Lavaggi;8700216773003;;;;Prodotto non trovato su GS1
94;P&G;LENOR ESSENZE SIRACUSA 87 LAV;Lenor Ammorbidente Concentrato Essenze Passeggiata a Siracusa 87 Lavaggi;8700216772280;;;;Prodotto non trovato su GS1
95;P&G;LENOR PER. OROFIORI VANIGLIA 495GR X6 PZ;Lenor Unstoppables Profumatore per Bucato in Perle Oro e Fiori di Vaniglia 210g;8700216704809;;;Lenor Profumo per il Bucato Oro e Fiori di Vaniglia 495 g;Prodotto trovato su GS1
96;P&G;LENOR PER. RISV. PRIMAVERILE 495GR X6 PZ;Lenor Unstoppables Profumatore per Bucato in Perle Risveglio Primaverile 210g;8700216704779;;;Lenor Profumo per il Bucato Risveglio Primaverile 495 g;Prodotto trovato su GS1
97;P&G;LENOR UNS FRESCH. DI DASH 495 GR X 6 PZ;Lenor Unstoppables Profumatore per Bucato in Perle con Freschezza di Dash 210g;8700216704885;;;Lenor Unstoppables Profumo per il Bucato Freschezza Non-Stop* di Dash 495 g;Prodotto trovato su GS1
98;P&G;LENOR UNS FRESH 495GR X6 PZ;Lenor Unstoppables Profumatore per Bucato in Perle Fresh 210g;8700216704861;;;Lenor Unstoppables Profumo per il Bucato Fresh 495 g;Prodotto trovato su GS1
99;P&G;LENOR PERLE AMETISTA 495GR X 6 PZ;Lenor Unstoppables Profumatore per Bucato in Perle Ametista e Bouquet Fiorito 210g;8700216705011;;;Lenor Profumo per il Bucato Ametista Rosa 495 g;Prodotto trovato su GS1
100;P&G;LENOR UNS FRESCH. FLOREALE 495GR X6 PZ;Lenor Unstoppables Profumatore per Bucato in Perle Sogno Floreale 210g;8700216704922;;;Lenor Unstoppables Profumo per il Bucato Freschezza Floreale 495 g;Prodotto trovato su GS1
101;P&G;LENOR UNS FRESH 195GR X6 PZ;Lenor Unstoppables Profumatore per Bucato in Perle Fresh 195 g;8700216744744;;;Lenor Unstoppables Profumo per il Bucato Fresh 195 g;Prodotto trovato su GS1
102;P&G;LENOR UNS FRESCH. DI DASH 195GR X 6 PZ;Lenor Unstoppables Profumatore per Bucato in Perle Freschezza di Dash 195 g;8700216732079;;;Lenor Unstoppables Profumo per il Bucato Freschezza Non-Stop* di Dash 195 g;Prodotto trovato su GS1
103;P&G;LENOR UNS FRESCH. FLOREALE 195GR X6 PZ;Lenor Unstoppables Profumatore per Bucato in Perle Freschezza Floreale 195 g;8700216732642;;;Lenor Unstoppables Profumo per il Bucato Freschezza Floreale 195 g;Prodotto trovato su GS1
104;P&G;LENOR PER. OROFIORI VANIGLIA 195GR X6 PZ;Lenor Unstoppables Profumatore per Bucato in Perle Oro e Fiori di Vaniglia 195 g;8700216744775;;;Lenor Profumo per il Bucato Oro e Fiori di Vaniglia 195 g;Prodotto trovato su GS1
105;P&G;LENOR PERLE AMETISTA 195GR X 6 PZ;Lenor Unstoppables Profumatore per Bucato in Perle Ametista 195 g;8700216744751;;;Lenor Profumo per il Bucato Ametista Rosa 195 g;Prodotto trovato su GS1
106;P&G;LENOR PER. RISV. PRIMAVERILE 195GR X6 PZ;Lenor Unstoppables Profumatore per Bucato in Perle Risveglio Primaverile 195 g;8700216744799;;;Lenor Profumo per il Bucato Risveglio Primaverile 195 g;Prodotto trovato su GS1
107;P&G;LENOR PER. GELSOMINO SCARL. 195GR X6 PZ;Lenor Unstoppables Profumatore per Bucato in Perle Gelsomino Scarlatto 195 g;8700216744683;;;Lenor Profumo per il Bucato Gelsomino Scarlatto 195 g;Prodotto trovato su GS1
108;P&G;LENOR UNS FRESH 270GR X6 PZ;Lenor Unstoppables Profumatore per Bucato in Perle Fresh 270 g;8700216732550;;;;Prodotto non trovato su GS1
109;P&G;LENOR UNS FRESCH. FLOREALE 270GR X6 PZ;Lenor Unstoppables Profumatore per Bucato in Perle Freschezza Floreale 270 g;8700216732475;;;Lenor Unstoppables Profumo per il Bucato Freschezza Floreale 270 g;Prodotto trovato su GS1
110;P&G;LENOR PER. OROFIORI VANIGLIA 270GR X6 PZ;Lenor Unstoppables Profumatore per Bucato in Perle Oro e Fiori di Vaniglia 270 g;8700216732284;;;Lenor Profumo per il Bucato Oro e Fiori di Vaniglia 270 g;Prodotto trovato su GS1
111;P&G;LENOR UNS FRESCH. DI DASH 270GR X 6 PZ;Lenor Unstoppables Profumatore per Bucato in Perle Freschezza di Dash 270 g;8700216732130;;;;Prodotto non trovato su GS1
112;P&G;LENOR PERLE AMETISTA 270GR X 6 PZ;Lenor Unstoppables Profumatore per Bucato in Perle Ametista 270 g;8700216732093;;;;Prodotto non trovato su GS1
113;P&G;LENOR PER. RISV. PRIMAVERILE 270GR X6 PZ;Lenor Unstoppables Profumatore per Bucato in Perle Risveglio Primaverile 270 g;8700216732048;;;;Prodotto non trovato su GS1
114;P&G;LENOR ORO & FIORI 42 LAV X12 PZ;Lenor Ammorbidente Concentrato Oro e Fiori di Vaniglia 42 Lavaggi;8700216772303;;;Lenor Ammorbidente Lavatrice Concentrato, Oro e Fiori di Vaniglia, 42 Lavaggi 882 ml;Prodotto trovato su GS1
