id;brand;nome;nome_normalizzato;ean;codice_prodotto;prezzo_unitario;nome_normalizzato_gs1;note
47;P&G;OB DENT PS ADV CALM CLASSICO 75ML X12PZ;Oral-B Pro-Science Advanced Sensibilità e Gengive Calm Classico Dentifricio 75 ml;8001841520483;;;Oral-B Pro-Science Advanced Dentifricio Sensibilità e Gengive Calm Classico 75 ml;Prodotto trovato su GS1
48;P&G;OB DENT PS ADV PRO-R CLASSICO 75ML X12PZ;Oral-B Pro-Science Advanced Gengive e Smalto Pro-Repair Classico Dentifricio 75 ml;8001090786937;;;Oral-B Pro-Science Advanced Dentifricio Gengive & Smalto Pro Repair Classico 75 ml;Prodotto trovato su GS1
49;P&G;OB DENT PS ADV PRO-R SBIA DEL 75ML X12PZ;Oral-B Pro-Science Advanced Gengive e Smalto Pro-Repair Sbiancante Delicato Dentifricio 75 ml;8001090786616;;;Oral-B Pro-Science Advanced Dentifricio Gengive & Smalto Pro Repair Sbiancante Fresh 75 ml;Prodotto trovato su GS1
50;P&G;OB DENT PS ADV PRO-REP CLAS 100ML X24PZ;Oral-B Pro-Science Advanced Gengive e Smalto Pro-Repair Classico Dentifricio 100 ml;8006540235157;;;;Prodotto non trovato su GS1
51;P&G;OB DENT PS ADV RIG SM PUL QU 100ML X24PZ;Oral-B Pro-Science Advanced Rigenera Smalto Pulizia Quotidiana Dentifricio 100 ml;8001090421371;;;;Prodotto non trovato su GS1
52;P&G;OB DENT PS ADV RIG SM PUL QUO 75ML X12PZ;Oral-B Pro-Science Advanced Rigenera Smalto Pulizia Quotidiana Dentifricio 75 ml;8001090276209;;;Oral-B Pro-Science Advanced Dentifricio Rigenera Smalto Pulizia Quotidiana 75 ml;Prodotto trovato su GS1
53;P&G;OB DENT PS ADV RIG SM SBI DEL 75ML X12PZ;Oral-B Pro-Science Advanced Rigenera Smalto Sbiancante Delicato Dentifricio 75 ml;8001090276278;;;Oral-B Pro-Science Advanced Dentifricio Rigenera Smalto Sbiancante Delicato 75 ml;Prodotto trovato su GS1
54;P&G;OB DENT PS ADV RIG SMALTO 2X75ML X16PZ;Oral-B Pro-Science Advanced Rigenera Smalto Dentifricio 2x75 ml;8700216189262;;;Oral-B Professional Dentifricio Rigenera Smalto Pulizia Quotidiana 2 x 75 ml;Prodotto trovato su GS1
55;P&G;OB DENT PS PROT GENG PUL 5X75ML X1PZ;Oral-B Gengive Purify Pulizia Profonda Dentifricio 5x75 ml;8700216184229;;;;Prodotto non trovato su GS1
56;P&G;OB DENT PS PROT GENG PUL PROF 75ML X12PZ;Oral-B Gengive Purify Pulizia Profonda Dentifricio 75 ml;8001841188942;;;Oral-B Pro-Science Dentifricio Protezione Gengive e Scudo Antibatterico* Pulizia Profonda 75 ml;Prodotto trovato su GS1
57;P&G;OB DENT PS REP CLASS 5X75ML X1PZ;Oral-B Gengive e Smalto Pro-Repair Classico Dentifricio 5x75 ml;8700216187664;;;;Prodotto non trovato su GS1
58;P&G;OB DENT PS REPAIR CLASSICO 75ML X12PZ;Oral-B Gengive e Smalto Pro-Repair Classico Dentifricio 75 ml;8001090794635;;;Oral-B Pro-Science Dentifricio Gengive & Smalto Repair Classico - Menta 75 ml;Prodotto trovato su GS1
59;P&G;OB DENT RIG SMALTO PUL QUOT 4X 100ML;Oral-B Rigenera Smalto Pulizia Quotidiana Dentifricio 4x100 ml;8001090954329;;;;Prodotto non trovato su GS1
60;P&G;OB DENT RIGENERA SMALTO SB DEL 4X75ML;Oral-B Rigenera Smalto Sbiancante Delicato Dentifricio 4x75 ml;8006540933404;;;;Prodotto non trovato su GS1
61;P&G;OB DENT S&G CALM CLASS 4X 100ML;Oral-B Dentifricio Gengive & Smalto Repair Classico 4 x 100 ml;8006540288474;;;;Prodotto non trovato su GS1
62;P&G;OB KIDS FROZEN 75ML IT SEE ISRAEL;Oral-B Kids Dentifricio Frozen 75 ml;8001090632715;;;Oral B Dentifricio Kids Cars/Frozen 75 ml - Dentifricio per Bambini 0-5 anni;Prodotto trovato su GS1
63;P&G;OB POW EB20RX 10 ct PrecClean A4BOX;Oral-B Precision Clean Testine di Ricambio 10 Pezzi;8006540986912;;;;Prodotto non trovato su GS1
64;P&G;OB POW EB50RX 8 CT CA ENG/GER A4BOX;Oral-B CrossAction Testine di Ricambio 8 Pezzi;8006540986820;;;Oral-B Testine di Ricambio Pro Cross Action per Spazzolino Elettrico Denti Ricaricabile 8 pz;Prodotto trovato su GS1
65;P&G;OB POW IO10 BK SIOC X1PZ;Oral-B iO Serie 10 Spazzolino Elettrico Black 1 Pezzo;4210201446095;;;;Prodotto non trovato su GS1
66;P&G;OB POW IO19 WT SIOC X1PZ;Oral-B iO Serie 9 Spazzolino Elettrico White 1 Pezzo;4210201443858;;;;Prodotto non trovato su GS1
67;P&G;OB POW IO3 BLACK + OBP PRO REPAIR X 1PZ;Oral-B iO Serie 3 Spazzolino Elettrico Black con Dentifricio Pro-Repair 1 Pezzo;8700216242592;;;;Prodotto non trovato su GS1
68;P&G;OB POW IO3 DUO BLACK/PINK X1PZ;Oral-B iO Serie 3 Duo Pack Spazzolini Elettrici Black e Pink 2 Pezzi;8006540731857;;;;Prodotto non trovato su GS1
69;P&G;OB POW IO3 IB SIOC X1PZ;Oral-B iO Serie 3 Spazzolino Elettrico Light Blue Ghiaccio 1 Pezzo;8006540961490;;;;Prodotto non trovato su GS1
70;P&G;OB POW IO3DUO BLACK/LIGHTBLUE X1PZ;Oral-B iO Serie 3 Duo Pack Spazzolini Elettrici Black e Light Blue 2 Pezzi;8006540731659;;;Oral-B iO Series 3 Spazzolino Elettrico Denti Ricaricabile Duo Edition Matt Black + Ice Blue;Prodotto trovato su GS1
71;P&G;OB POW IO3n BK x1PZ;Oral-B iO Serie 3 Spazzolino Elettrico Black 1 Pezzo;8006540730744;;;;Prodotto non trovato su GS1
72;P&G;OB POW IO3N LIGHTBLUE X1PZ;Oral-B iO Serie 3 Spazzolino Elettrico Light Blue 1 Pezzo;8006540730850;;;;Prodotto non trovato su GS1
73;P&G;OB POW IO3s BK +TC X1PZ;Oral-B iO Serie 3 Spazzolino Elettrico Black con Custodia da Viaggio 1 Pezzo;8006540731536;;;Oral-B iO Series 3 Spazzolino Elettrico Denti Ricaricabile Matt Black;Prodotto trovato su GS1
74;P&G;OB POW IO3s BLACK X1PZ;Oral-B iO Serie 3 Spazzolino Elettrico Black 1 Pezzo;8006540730898;;;;Prodotto non trovato su GS1
75;P&G;OB POW IO3s LIGHTBLUE X1PZ;Oral-B iO Serie 3 Spazzolino Elettrico Light Blue 1 Pezzo;8006540730935;;;Oral-B iO Series 3s Spazzolino Elettrico Denti Ricaricabile Ice Blue;Prodotto trovato su GS1
76;P&G;OB POW IO3s PINK X1PZ;Oral-B iO Serie 3 Spazzolino Elettrico Pink 1 Pezzo;8006540730843;;;Oral-B iO Series 3s Spazzolino Elettrico Denti Ricaricabile Blush Pink;Prodotto trovato su GS1
77;P&G;OB POW IO4 BK SIOC X1PZ;Oral-B iO Serie 4 Spazzolino Elettrico Black 1 Pezzo;4210201446330;;;;Prodotto non trovato su GS1
78;P&G;OB POW IO5 BK SIOC X1PZ;Oral-B iO Serie 5 Spazzolino Elettrico Black 1 Pezzo;4210201446347;;;;Prodotto non trovato su GS1
79;P&G;OB POW IO5 DUO BK/WT SIOC X1PZ;Oral-B iO Serie 5 Duo Pack Spazzolini Elettrici Black e White 2 Pezzi;4210201446354;;;;Prodotto non trovato su GS1
80;P&G;OB POW IO6 BK SIOC X1PZ;Oral-B iO Serie 6 Spazzolino Elettrico Black 1 Pezzo;4210201443766;;;;Prodotto non trovato su GS1
81;P&G;OB POW IO7 BK SIOC X1PZ;Oral-B Spazzolino Elettrico iO Series 7 Onyx Black;4210201443803;;;;Prodotto non trovato su GS1
82;P&G;OB POW IO7 WT SIOC X1PZ;Oral-B Spazzolino Elettrico iO Series 7 Alabaster White;4210201446064;;;;Prodotto non trovato su GS1
83;P&G;OB POW IO8 BK SIOC X1PZ;Oral-B Spazzolino Elettrico iO Series 8 Onyx Black;4210201444312;;;;Prodotto non trovato su GS1
84;P&G;OB POW IO8 VT SIOC X1PZ;Oral-B Spazzolino Elettrico iO Series 8 Amethyst Purple;4210201446071;;;;Prodotto non trovato su GS1
85;P&G;OB POW IO8 WT SIOC X1PZ;Oral-B Spazzolino Elettrico iO Series 8 Alabaster White;4210201443841;;;;Prodotto non trovato su GS1
86;P&G;OB PW IO8DUO BK/VT SIOC X 1PZ;Oral-B Spazzolino Elettrico iO Series 8 Duo Pack Black e Purple;4210201446101;;;;Prodotto non trovato su GS1
87;P&G;OB POW IO9 BK SIOC X1PZ;Oral-B Spazzolino Elettrico iO Series 9 Onyx Black;4210201443889;;;;Prodotto non trovato su GS1
88;P&G;OB POW IO9 RQ SIOC X1PZ;Oral-B Spazzolino Elettrico iO Series 9 Rose Quartz;4210201446088;;;;Prodotto non trovato su GS1
89;P&G;OB POW PRO1 JUNIOR VERDE X1PZ;Oral-B Junior Spazzolino Elettrico Ricaricabile Green (6+ anni);8006540743027;;;Oral-B Spazzolino Elettrico Denti Ricaricabile Pro Junior 6+ Verde;Prodotto trovato su GS1
90;P&G;OB POW PRO1 JUNIOR VIOLA X1PZ;Oral-B Junior Spazzolino Elettrico Ricaricabile Purple (6+ anni);8006540742891;;;Oral-B Spazzolino Elettrico Denti Ricaricabile Pro Junior 6+ Viola;Prodotto trovato su GS1
91;P&G;OB POW PRO3 BLACK + 1REF CA HBOX X1PZ;Oral-B Pro 3 3500 Spazzolino Elettrico Black con Custodia da Viaggio;8006540759790;;;Oral-B Spazzolino Elettrico Denti Ricaricabile Pro 3 3000 Black + 2 refill Cross Action;Prodotto trovato su GS1
92;P&G;OB POW PRO3 BLUE + 1REF SU HBOX X1PZ;Oral-B Pro 3 3000 Spazzolino Elettrico Blue;8006540759813;;;;Prodotto non trovato su GS1
93;P&G;OB POW PRO3 BLUE + 1REF SU HBOX X1PZ;Oral-B Pro 3 3000 Spazzolino Elettrico Blue;8006540759868;;;;Prodotto non trovato su GS1
94;P&G;OB POW PRO3 BLUE +1REF CA X1PZ;Oral-B Pro 3 3500 Spazzolino Elettrico Blue con Custodia da Viaggio;8006540759752;;;Oral-B Spazzolino Elettrico Denti Ricaricabile Pro 3 3000 Blue + 2 refill Cross Action;Prodotto trovato su GS1
95;P&G;OB POW PRO3 JUNIOR SW +2 REF X1PZ;Oral-B Junior Spazzolino Elettrico Ricaricabile Star Wars;8006540957196;;;;Prodotto non trovato su GS1
96;P&G;OB POW PRO3 LAB X1PZ;Oral-B Pro 3 3900 Spazzolino Elettrico Doppio Manico Black e Pink;8006540760727;;;;Prodotto non trovato su GS1
97;P&G;OB POW PRO3 SIOC BK X1PZ;Oral-B Pro 3 3000 Spazzolino Elettrico Black;8700216023979;;;;Prodotto non trovato su GS1
98;P&G;OB POW PRO3 WHITE + 1REF X1PZ;Oral-B Pro 3 3000 Spazzolino Elettrico White;8006540760857;;;;Prodotto non trovato su GS1
99;P&G;OB POW PRO3 WHITE SENSI +1REF X1PZ;Oral-B Pro 3 3000 Spazzolino Elettrico White Sensi Ultrathin;8006540760918;;;Oral-B Spazzolino Elettrico Denti Ricaricabile Pro 3 3000 White + 2 refill Sensitive Clean;Prodotto trovato su GS1
100;P&G;OB POW PRO3500 BLACK + 1REF CA + TC X1PZ;Oral-B Pro 3 3500 Spazzolino Elettrico Black con Custodia da Viaggio;8006540759912;;;;Prodotto non trovato su GS1
101;P&G;OB POW PRO3500 WHITE + 1REF SU + TC X1PZ;Oral-B Spazzolino Elettrico Pro 3 3500 White con 1 Testina di Ricambio e Custodia da Viaggio;8006540759929;;;;Prodotto non trovato su GS1
102;P&G;OB POW PRO3700 WH SENSI +2REF X1PZ;Oral-B Spazzolino Elettrico Pro 3 3700 White Sensi UltraThin con 2 Testine di Ricambio;8006540760833;;;Oral-B Spazzolino Elettrico Denti Ricaricabile Pro 3 3700 White + Bonus Refill Gift Edition;Prodotto trovato su GS1
103;P&G;OB POW PRO3770 BLUE +2REF +2PIN X1PZ;Oral-B Spazzolino Elettrico Pro 3 3700 Blue con 2 Testine di Ricambio;8006540760031;;;;Prodotto non trovato su GS1
104;P&G;OB POW PRO3900 DUO BK/WH + 2REF X1PZ;Oral-B Spazzolino Elettrico Pro 3 3900 Duo Confezione Doppia Black e White con 2 Testine di Ricambio;8006540760765;;;;Prodotto non trovato su GS1
105;P&G;OB POW PRO3900 DUO BLACK + 2 REF X1PZ;Oral-B Spazzolino Elettrico Pro 3 3900 Duo Confezione Doppia Black con 2 Testine di Ricambio;8006540760215;;;;Prodotto non trovato su GS1
106;P&G;OB POW PRO3950 DUO BK/PK + 2 REF X1PZ;Oral-B Spazzolino Elettrico Pro 3 3900 Duo Confezione Doppia Black e Pink con 2 Testine di Ricambio;8006540760277;;;;Prodotto non trovato su GS1
107;P&G;OB PW ADVANCE 400 KIDS X6PZ;Oral-B Kids Spazzolino Elettrico Stages Power;4210201293873;;;Oral-B Power Stages Spazzolino a Batteria per Bambini Disney Principesse/Cars (Advance 400)- +3 anni;Prodotto trovato su GS1
108;P&G;OB PW BATTERIA DB5 BLACK HBOX;Oral-B AdvancePower DB5 Spazzolino Elettrico a Batteria Black;4210201409809;;;Oral-B Spazzolino Denti a Batteria Pro Battery DB5 Black;Prodotto trovato su GS1
109;P&G;OB PW BATTERIA DB5 WHITE HBOX;Oral-B AdvancePower DB5 Spazzolino Elettrico a Batteria White;4210201434184;;;Oral-B Spazzolino Denti a Batteria Pro Battery DB5 White;Prodotto trovato su GS1
110;P&G;OB PW D100 VIT CA BLACK CLAM X6PZ;Oral-B Vitality 100 Spazzolino Elettrico CrossAction Black;4210201200734;;;Oral-B Power Spazzolino Elettrico Vitality Timer CrossAction Black;Prodotto trovato su GS1
111;P&G;OB PW D100 VITALITY 3DW CLAMSHELL X6PZ;Oral-B Vitality 100 Spazzolino Elettrico con Testina 3D White;4210201199496;;;Oral-B Power Spazzolino Elettrico Vitality Timer 3D White White;Prodotto trovato su GS1
112;P&G;OB PW D100 VITALITY CA CLAMSHELL X6PZ;Oral-B Vitality 100 Spazzolino Elettrico CrossAction White;4210201199441;;;Oral-B Power Spazzolino Elettrico Vitality Timer CrossAction White;Prodotto trovato su GS1
113;P&G;OB PW D100 VITALITY SENSU CLAMSHELL X6PZ;Oral-B Vitality 100 Spazzolino Elettrico Sensi UltraThin;4210201200581;;;Oral-B Power Spazzolino Elettrico Ricaricabile Vitality 100 Sensi Ultrathin;Prodotto trovato su GS1
114;P&G;OB PW EXPO IO3 BK HBOX 6PZ;Oral-B iO Series 3 Spazzolino Elettrico Black;8006540730966;;;Oral-B JSERIES TM 3s S Spazzolino elettrico ricaricabile.00%Ji.;Prodotto trovato su GS1
115;P&G;OB PW EXPO PRO1 BLACK TRAVEL C 24PZ;Oral-B Pro 1 750 Spazzolino Elettrico Black con Custodia da Viaggio;8001090914170;;;Oral-B Spazzolino Elettrico Denti Ricaricabile Pro Series 1 Black Travel Edition;Prodotto trovato su GS1
116;P&G;OB PW IO10 BLACK + 1XOBPURIFY X1PZ;Oral-B iO Series 10 Spazzolino Elettrico Black con Caricatore Magnetico iOsense;8700216138994;;;;Prodotto non trovato su GS1
117;P&G;OB PW IO10 BLACK X1PZ;Oral-B iO Series 10 Spazzolino Elettrico Black con Caricatore Magnetico iOsense;4210201435648;;;Oral-B iO Series 10 Spazzolino Elettrico Denti Ricaricabile Cosmic Black;Prodotto trovato su GS1
118;P&G;OB PW IO10 WHITE X1PZ;Oral-B iO Series 10 Spazzolino Elettrico White con Caricatore Magnetico iOsense;4210201435624;;;;Prodotto non trovato su GS1
119;P&G;OB PW IO4 N + TC BLACK;Oral-B iO Series 4 Spazzolino Elettrico Black con Custodia da Viaggio;4210201414728;;;;Prodotto non trovato su GS1
120;P&G;OB PW IO4 N + TC WHITE;Oral-B iO Series 4 Spazzolino Elettrico White con Custodia da Viaggio;4210201414681;;;;Prodotto non trovato su GS1
121;P&G;OB PW IO4 N BLACK;Oral-B iO Series 4 Spazzolino Elettrico Black;4210201437543;;;Oral-B iO Series 4 Spazzolino Elettrico Denti Ricaricabile Matt Black;Prodotto trovato su GS1
122;P&G;OB PW IO4 TEENS BLUE W/TC X1PZ;Oral-B iO 4s Spazzolino Elettrico per Adolescenti con Custodia da Viaggio Blue;8006540818602;;;;Prodotto non trovato su GS1
123;P&G;OB PW IO4 TEENS BLUE X1PZ;Oral-B iO 4s Spazzolino Elettrico per Adolescenti Blue;8006540818619;;;;Prodotto non trovato su GS1
124;P&G;OB PW IO4 WHITE;Oral-B iO Series 4 Spazzolino Elettrico White;4210201437505;;;;Prodotto non trovato su GS1
125;P&G;OB PW IO5 N BLACK;Oral-B iO Series 5 Spazzolino Elettrico Black;4210201414803;;;Oral-B iO Series 5n Spazzolino Elettrico Denti Ricaricabile Matt Black;Prodotto trovato su GS1
126;P&G;OB PW IO5 N WHITE;Oral-B iO Series 5 Spazzolino Elettrico White;4210201414766;;;;Prodotto non trovato su GS1
127;P&G;OB PW IO6 BLACK + 1XOBPURIFY X1PZ;Oral-B iO Series 6 Spazzolino Elettrico con 1 Testina Purify Black;8700216138932;;;;Prodotto non trovato su GS1
128;P&G;OB PW IO6 BLACK + 1XOBREPAIR X1PZ;Oral-B iO Series 6 Spazzolino Elettrico con 1 Testina Gengive & Smalto Repair Black;8700216138895;;;;Prodotto non trovato su GS1
129;P&G;OB PW IO6S BLACK X1PZ;Oral-B iO Series 6s Spazzolino Elettrico Black;4210201409137;;;Oral-B iO Series 6s Spazzolino Elettrico Denti Ricaricabile Black Lava;Prodotto trovato su GS1
130;P&G;OB PW IO6S GREY X1PZ;Oral-B iO Series 6s Spazzolino Elettrico Grey;4210201427360;;;Oral-B iO Series 6s Spazzolino Elettrico Denti Ricaricabile Grey Opal;Prodotto trovato su GS1
