id;brand;nome;nome_normalizzato;ean;codice_prodotto;prezzo_unitario;nome_normalizzato_gs1;note
11;C&P;AJAX APC EXPL 1x12x950ML I;Ajax Detergente Pavimenti Fiori di Primavera 950 ml;8718951600522;;;Ajax detersivo pavimenti Expel multisuperficie 950 ml;Prodotto trovato su GS1
12;C&P;AJAX APC EUCAL 1x12x1250ML MUP I;Ajax Detergente Pavimenti Eucalipto 1250 ml;8718951627703;;;Ajax detersivo pavimenti Expel multisuperficie 1,25 L;Prodotto trovato su GS1
13;C&P;AJAX APC ALMOND 1x12x950ML I;Ajax Detergente Pavimenti Latte di Mandorla 950 ml;8718951607538;;;Ajax detersivo pavimenti in Legno e Parquet olio di mandorle 950ml;Prodotto trovato su GS1
14;C&P;AJAX APC ALMOND 1x12x1250ML MUP I;Ajax Detergente Pavimenti Latte di Mandorla 1250 ml;8718951607484;;;Ajax detersivo pavimenti in Legno e Parquet olio di mandorle 1,25 L;Prodotto trovato su GS1
15;C&P;AJAX BLEACH PINE 1x12x950ML I;Ajax Detergente con Candeggina e Pino 950 ml;8718951627567;;;Ajax detersivo pavimenti gel con candeggina e Pino igienizzante 950 ml;Prodotto trovato su GS1
16;C&P;AJAX MSBC LEMON 12x1x950ML I;Ajax Maxi Sgrassatore Bicarbonato e Limone 950 ml;8718951627536;;;Ajax detersivo pavimenti gel con candeggina e limone 950 ml;Prodotto trovato su GS1
17;C&P;AJAX APC STRONG&SAFE 1x12x950ML I;Ajax Detergente Pavimenti Forte e Sicuro 950 ml;8718951567795;;;Ajax detersivo pavimenti Casa Sicura igiene profonda 950 ml;Prodotto trovato su GS1
18;C&P;AJAX SC SHOWER 1x10x600ML TRIG I;Ajax Spray Bagno Anticalcare 600 ml;8718951593985;;;Ajax detersivo Spray Shower Power 360° anticalcare per doccia 600 ml;Prodotto trovato su GS1
19;C&P;AJAX SC DISINF 1x10x600ML I;Ajax Spray Disinfettante Multisuperficie 600 ml;8718951591776;;;Ajax detersivo spray Disinfettante multisuperficie 600 ml;Prodotto trovato su GS1
20;C&P;AJAX BLEACH DISINF 12x1x675ML TRIG I;Ajax Spray con Candeggina Disinfettante 675 ml;8718951591806;;;Ajax detersivo Spray con candeggina igienizzante, 675 ml;Prodotto trovato su GS1
21;C&P;AJAX SC SGRASS MULTI 1X10x600ML TRIG I;Ajax Sgrassatore Multisuperficie Spray 600 ml;8718951594043;;;Ajax detersivo spray 360° Sgrassatore Universale 600 ml;Prodotto trovato su GS1
22;C&P;AJAX SC SGRASS IGIEN 1x10x600ML TRIG I;Ajax Sgrassatore Igienizzante Spray 600 ml;8718951594012;;;Ajax detersivo spray Sgrassatore Igienizzante pulito e igiene 600 ml;Prodotto trovato su GS1
23;C&P;AJAX SC BATH 1x10x600ML TRIG I;Ajax Spray Bagno Anticalcare 600 ml;8718951593947;;;Ajax detersivo spray 360° igienizzante bagno 600 ml ;Prodotto trovato su GS1
24;C&P;AJAX SC STRONG&SAFE 1x10x600ML I;Ajax Forte & Sicuro Spray Multisuperficie 600 ml;8718951567856;;;Ajax detersivo spray Casa Sicura igiene profonda, 600 ml;Prodotto trovato su GS1
25;C&P;AJAX GLASS CRYST 1x12x750ML TRIG I;Ajax Crystal Vetri Spray 750 ml;8714789744360;;;Ajax detersivo spray Cristal Vetri 100% Anti-Alone 750 ml;Prodotto trovato su GS1
26;C&P;SPRAY AJAX CRYSTAL CL.750ML REFILL;Ajax Crystal Vetri Ricarica 750 ml;8714789744391;;;Ajax detersivo spray Crystal Vetri 100% Anti-Alone ricarica 750ml;Prodotto trovato su GS1
27;C&P;AJAX GLASS TRIPLAC 1x12x750ML TRIG I;Ajax Vetri Tripla Azione Spray 750 ml;8718951351714;;;Ajax detersivo spray Tripla Azione Vetri&Superfici Laminate 750 ml;Prodotto trovato su GS1
28;C&P;AJAX SC  WC POWER 1x10x600ML TRIG 600ML;Ajax WC Power Spray 600 ml;8718951667631;;;Ajax detersivo Spray 360° WC Power 600 ml;Prodotto trovato su GS1
29;C&P;AJAX SC POWER  ANTI-LIMESCALE 1x10x600ml IT;Ajax Power Anticalcare Spray 600 ml;8718951643901;;;Ajax detersivo Spray 360° anticalcare 600 ml;Prodotto trovato su GS1
30;C&P;AJAX DET BLEACH PINE 1x12x950ML IT;Ajax Detergente Pavimenti con Candeggina e Pino 950 ml;8718951642461;;;;Prodotto non trovato su GS1
31;C&P;AJAX DET MSBC LEMON 12x1x950ML IT;Ajax Detergente Pavimenti Limone e Bicarbonato 950 ml;8718951642522;;;;Prodotto non trovato su GS1
32;C&P;COLG KIT LED MAX WHI 1x4BOX DEV EU;Colgate Max White Ultimate Kit Sbiancante LED;8718951557659;;;Colgate LED e siero sbiancante a casa Max White Ultimate Kit;Prodotto trovato su GS1
33;C&P;COLG MAX WHI PEN 1x6x2.5ML SRP SEH;Colgate Max White Penna Sbiancante Notte 2.5 ml;8718951447578;;;Colgate Max White Overnight siero sbiancante notturno 2,5 ml;Prodotto trovato su GS1
34;C&P;TP - COLG- PEN MAX WHITE;Colgate Max White Expert Kit Penna Sbiancante + Dentifricio 75 ml;8718951533028;;;Colgate Max White Overnight siero sbiancante notturno 2,5 ml;Prodotto trovato su GS1
35;C&P;TP COLGA SENSATION WHITE X6 75ML;Colgate Sensation White Dentifricio 75 ml;8718951600225;;;Colgate dentifricio sbiancante Sensation White 6x75 ml;Prodotto trovato su GS1
36;C&P;TP COLG SENS WHITE 75ml X6;Colgate Sensation White Dentifricio 75 ml;8718951336179;;;Colgate dentifricio sbiancante Sensation White 6x75 ml;Prodotto trovato su GS1
37;C&P;COLG TP MAXFRBL 6X75ML AMZ;Colgate Max Fresh Blue Dentifricio 75 ml;8718951554085;;;;Prodotto non trovato su GS1
38;C&P;COLG TP MAX WHITE ULTRA MULTIPROT 1x12x0;Colgate Max White Ultra Multiprotezione Dentifricio 50 ml;8718951563582;;;Colgate dentifricio sbiancante Max White Ultra Multiprotect 50 ml;Prodotto trovato su GS1
39;C&P;COLG TP MW ULTRA 1x12x050MLL SRP;Colgate Max White Ultra Multiprotezione Dentifricio 50 ml;8718951505599;;;Colgate dentifricio sbiancante Max White Ultra Active Foam 50 ml;Prodotto trovato su GS1
40;C&P;DENT COLG ELIXIR COOL DETOX 1x06x80ml;Colgate Elixir Cool Detox Dentifricio 80 ml;6920354828683;;;Colgate dentifricio elixir Cool Detox al carbone con cocco 80ml;Prodotto trovato su GS1
41;C&P;DENT COLG ELIXIR WHITE RESTORE 1x06x80ml;Colgate Dentifricio Elixir White Restore 80ml;6920354828669;;;Colgate dentifricio sbiancante elixir White Restore 80 ml;Prodotto trovato su GS1
42;C&P;DENT COLG PROT CARIES 75ML X 6;Colgate Dentifricio Protezione Carie 75ml;8714789503769;;;Colgate dentifricio Protezione Carie con calcio 6x75 ml;Prodotto trovato su GS1
43;C&P;DENT COLG EXPERT WHITE 75ML RTS;Colgate Dentifricio Expert White 75ml;7509546064864;;;Colgate dentifricio sbiancante Max White Expert Original 75 ml;Prodotto trovato su GS1
44;C&P;COLG TP MAX CRL 4x075ML AMZ;Colgate Dentifricio Max White Crystal 4x75ml;8718951555440;;;;Prodotto non trovato su GS1
45;C&P;COLG TP MAX OPT 4x075ML AMZ;Colgate Dentifricio Max White Optic 4x75ml;8718951555600;;;;Prodotto non trovato su GS1
46;C&P;COLG TP MAXWPUR 4x075MLL AMZ;Colgate Dentifricio Max White Purple Reveal 4x75ml;8718951572980;;;;Prodotto non trovato su GS1
47;C&P;COLG TP TOTAL 4x100ML AMZ;Colgate Dentifricio Total Original 4x100ml;8718951564183;;;;Prodotto non trovato su GS1
48;C&P;COLG TP DEEP CLEAN BITUBE 2x6x75 ML;Colgate Dentifricio Total Deep Clean 2x75ml;8718951582750;;;Colgate dentifricio sbiancante Deep Clean Whitening 2x75 ml;Prodotto trovato su GS1
49;C&P;COLG TP TRIPLE ACTION BIT 2x06x075MLL I/;Colgate Dentifricio Triple Action 2x75ml;8718951565517;;;Colgate dentifricio Triple Action protezione carie 2x75 ml;Prodotto trovato su GS1
50;C&P;DENT COLG ANTICAV 2X06X075MLL;Colgate Dentifricio Protezione Carie 2x75ml;8718951569799;;;Colgate dentifricio Maximum Caries Protection, protezione carie 2x75 ml;Prodotto trovato su GS1
51;C&P;TP COLG MAX FRESH X3 75ML;Colgate Dentifricio Max Fresh Cooling Crystals 3x75ml;8718951601338;;;Colgate dentifricio Max Fresh Cristalli Rinfrescanti 3x75 ml;Prodotto trovato su GS1
52;C&P;TP COLG MAX WHITE X3 75ML;Colgate Dentifricio Max White Crystal Mint 3x75ml;8718951600348;;;Colgate dentifricio sbiancante Max White Cristalli Bianchi 3x75 ml;Prodotto trovato su GS1
53;C&P;TP COLG MICROGRANULI X3 75ML;Colgate Dentifricio Herbal White con Microgranuli 3x75ml;8718951600744;;;Colgate dentifricio Max Clean Microgranuli pulizia profonda 3x75 ml;Prodotto trovato su GS1
54;C&P;TP COLG SENSATION WHITE X3 75ML;Colgate Dentifricio Sensation White 3x75ml;8718951600256;;;Colgate dentifricio sbiancante Sensation White 3x75 ml;Prodotto trovato su GS1
55;C&P;COLG TP TOTAL PLAQ PROT 1x12x100MLL new;Colgate Dentifricio Total Plaque Protection 100ml;8718951227002;;;Colgate dentifricio Total Detox protezione completa 24h, 100 ml;Prodotto trovato su GS1
56;C&P;DENT COLG TOTAL FRESH 100ML new;Colgate Dentifricio Total Fresh Stripe 100ml;8718951225985;;;Colgate dentifricio Total Active Fresh 24h di protezione attiva 100 ml;Prodotto trovato su GS1
57;C&P;DENT COLG TOTAL ORIGINAL 100MLL PROMO;Colgate Dentifricio Total Original 100ml;8718951224902;;;Colgate dentifricio Total Original protezione completa 24h, 100ml;Prodotto trovato su GS1
58;C&P;DENT COLG TOTAL+W 100ML new;Colgate Dentifricio Total Whitening 100ml;8718951224933;;;Colgate dentifricio sbiancante Total Whitening 24h di protezione attiva 100 ml;Prodotto trovato su GS1
59;C&P;COLG TP MAX CLEAN 1x12x100MLL I SRP;Colgate Dentifricio Max Clean Mineral Scrub 100ml;8718951553149;;;Colgate dentifricio Max Clean Microgranuli pulizia profonda 100 ml;Prodotto trovato su GS1
60;C&P;COLG TP MAX FRESH 1X12X100MLL F/IT SRP;Colgate Dentifricio Max Fresh Cooling Crystals 100ml;8718951553774;;;Colgate dentifricio Max Fresh Cristalli Rinfrescanti 100 ml;Prodotto trovato su GS1
61;C&P;COLG TP MAXWITE 1x12x100MLL F/IT SRP;Colgate Max White One Dentifricio 100 ml;8718951554917;;;Colgate dentifricio sbiancante Max White Cristalli Bianchi 100 ml;Prodotto trovato su GS1
62;C&P;COLG TP SEN WHI 1X12X100MLL I/F/BE SRP;Colgate Sensitive Whitening Dentifricio 100 ml;8718951579828;;;Colgate dentifricio sbiancante Sensation White 100 ml;Prodotto trovato su GS1
63;C&P;DENT COLG BAKING SODA 75 ML X4;Colgate Dentifricio con Bicarbonato 75 ml;8718951631670;;;;Prodotto non trovato su GS1
64;C&P;COLG TP ANTICAV - DISP 1X06X100ML;Colgate Anticavity Dentifricio Protezione Carie 100 ml;8718951560079;;;Colgate dentifricio Maximum Caries Protection, protezione carie 100 ml;Prodotto trovato su GS1
65;C&P;DENT COLG PROT CARIE 100ML DISP 6PZ;Colgate Protezione Carie Dentifricio 100 ml;8003520000743;;;Colgate dentifricio Protezione Carie con calcio 100 ml;Prodotto trovato su GS1
66;C&P;COLG TP MX WH CARBON BOGOF X2 75ML;Colgate Max White Charcoal Dentifricio 2 x 75 ml;8718951458611;;;Colgate dentifricio sbiancante minerale Max White Carbon 2x75 ml;Prodotto trovato su GS1
67;C&P;COLG TP OPTIC BOGOF X2 75ML;Colgate Max White Optic Dentifricio 2 x 75 ml;8718951458567;;;Colgate dentifricio sbiancante istantaneo Max White Optic 2x75 ml;Prodotto trovato su GS1
68;C&P;COLG TP TOTAL ORIG BOGOF X2 75ML;Colgate Total Original Dentifricio 2 x 75 ml;8718951391642;;;Colgate dentifricio Total Original 24h di protezione attiva 2 x 75 ml;Prodotto trovato su GS1
69;C&P;COLG TP TOTAL W BOGOF X2 75ML 2022;Colgate Total Whitening Dentifricio 2 x 75 ml;8718951442009;;;Colgate dentifricio sbiancante Total Whitening protezione 24h 2x75 ml;Prodotto trovato su GS1
70;C&P;COLG TP ANTICAV 75ML X3;Colgate Anticavity Dentifricio Protezione Carie 3 x 75 ml;8718951583863;;;Colgate dentifricio Maximum Caries Protection, protezione carie 3x75 ml;Prodotto trovato su GS1
71;C&P;COLG TP TARTARW 3x4x075MLL IT;Colgate Tartar Control Whitening Dentifricio 75 ml;8718951577107;;;Colgate dentifricio sbiancante Antitartaro + Whitening 3x75 ml;Prodotto trovato su GS1
72;C&P;COLG TP TRIPLAC 3x4x075MLL I/G SRP;Colgate Triple Action Dentifricio 75 ml;8718951577145;;;Colgate dentifricio Triple Action protezione carie 3x75 ml;Prodotto trovato su GS1
73;C&P;COLG TP NATCARB BIO 1x12x075MLL IT SRP;Colgate Naturals Charcoal Dentifricio 75 ml;8718951506824;;;Colgate dentifricio sbiancante natural extracts BIO al carbone 75ml;Prodotto trovato su GS1
74;C&P;COLG TP NATLEM BIO 1x12x075MLL IT SRP;Colgate Naturals Lemon Dentifricio 75 ml;8718951506947;;;Colgate dentifricio natural extracts BIO limone e agrumi 75 ml;Prodotto trovato su GS1
75;C&P;COLGATE MAX WHITE INFINITE 75ML;Colgate Max White Ultimate Catalyst Dentifricio 75 ml;8718951484771;;;Colgate dentifricio sbiancante Max White Infinite 75 ml;Prodotto trovato su GS1
76;C&P;Colgate Max White Purple 1x12x75 ml;Colgate Max White Purple Reveal Dentifricio Sbiancante 75 ml;8718951607712;;;Colgate dentifricio sbiancante Max White Purple Reveal 75 ml;Prodotto trovato su GS1
77;C&P;DENT COLG MAX CARBON 1x12x075ML SRP;Colgate Max White Charcoal Dentifricio 75 ml;8718951249950;;;Colgate dentifricio sbiancante minerale Max White Carbon 75 ml;Prodotto trovato su GS1
78;C&P;DENT COLG MAX OPTIC 1x12x075ML SRP;Colgate Max White Optic Dentifricio 75 ml;8714789928425;;;Colgate dentifricio sbiancante istantaneo Max White Optic 75 ml;Prodotto trovato su GS1
79;C&P;DENT COLG MAX WHITE ARGILLA 1x12x075ML S;Colgate Max White Clay & Minerals Dentifricio Sbiancante 75 ml;8718951380042;;;Colgate dentifricio sbiancante Max White Argilla e Minerali 75ml;Prodotto trovato su GS1
80;C&P;DENT COLG TOTAL FRESH 75ML new;Colgate Total Active Fresh Dentifricio 75 ml;8718951224575;;;Colgate dentifricio Total Active Fresh 24h di protezione attiva 75 ml;Prodotto trovato su GS1
81;C&P;DENT COLG TOTAL ORIGINAL 75ML NEW;Colgate Dentifricio Total Original 75 ml;8718951224605;;;Colgate dentifricio Total Original 24h di protezione attiva 75 ml;Prodotto trovato su GS1
82;C&P;DENT COLG TOTAL+W 75ML new;Colgate Dentifricio Total Whitening 75 ml;8718951224094;;;Colgate dentifricio sbiancante Total Whitening 24h di protezione attiva 75 ml;Prodotto trovato su GS1
83;C&P;COLG TP MAX CLEAN 1x12x75ML I SRP;Colgate Dentifricio Max Clean 75 ml;8718951553101;;;Colgate dentifricio Max Clean Microgranuli pulizia profonda 75 ml;Prodotto trovato su GS1
84;C&P;COLG TP MAX FRESH 1x12x75ML I SRP;Colgate Dentifricio Max Fresh 75 ml;8718951559561;;;Colgate dentifricio Max Fresh Cristalli Rinfrescanti 75 ml;Prodotto trovato su GS1
85;C&P;COLG TP MAX WHITE 1x12x75ML I SRP;Colgate Dentifricio Max White 75 ml;8718951554856;;;Colgate dentifricio sbiancante Max White Cristalli Bianchi 75 ml;Prodotto trovato su GS1
86;C&P;COLG TP SEN WHI 1x12x075MLL IG SRP;Colgate Dentifricio Sensitive Whitening 75 ml;8718951580930;;;Colgate dentifricio sbiancante Sensation White 75 ml;Prodotto trovato su GS1
87;C&P;DENT COLG MAX ONE 1x12x075ML SRP;Colgate Dentifricio Max One 75 ml;8714789574820;;;Colgate dentifricio sbiancante Max White One 75 ml;Prodotto trovato su GS1
88;C&P;DENT COLG MAXPROT CARE 1x12x75ML RTS;Colgate Dentifricio Maximum Protection Caries 75 ml;8718951396609;;;Colgate dentifricio Max Protect Care multi protezione 75 ml;Prodotto trovato su GS1
89;C&P;DENT COLG MAXWITE 1x12x75MLL SRP;Colgate Dentifricio Max White 75 ml;8718951315334;;;Colgate dentifricio sbiancante Max White Cristalli Bianchi 75 ml;Prodotto trovato su GS1
90;C&P;DENT COLG SEN WHI 1x12x75MLL SRP;Colgate Dentifricio Sensitive Whitening 75 ml;8718951312289;;;Colgate dentifricio sbiancante Sensation White 75 ml;Prodotto trovato su GS1
91;C&P;COLG TP ANTICAV 1x12x100MLL  WEH/IT;Colgate Dentifricio Anticarie 100 ml;8718951559684;;;Colgate dentifricio Maximum Caries Protection, protezione carie 100 ml;Prodotto trovato su GS1
92;C&P;COLG TP DEEP CLEAN 1x12x100MLL I;Colgate Dentifricio Deep Clean 100 ml;8718951567559;;;Colgate dentifricio sbiancante Deep Clean Whitening 100 ml;Prodotto trovato su GS1
93;C&P;COLG TP TRIPLE ACTION  1x12x100MLL IT/PT;Colgate Dentifricio Triple Action 100 ml;8718951565579;;;Colgate dentifricio Triple Action protezione carie 100 ml;Prodotto trovato su GS1
94;C&P;DENT COLG DEEP CLEAN W 100ML;Colgate Dentifricio Deep Clean Whitening 100 ml;8714789115474;;;Colgate dentifricio sbiancante Deep Clean Whitening 100 ml;Prodotto trovato su GS1
95;C&P;DENT COLG TRIPLAC 1x12x100MLL SRP;Colgate Dentifricio Triple Action 100 ml;8718951287921;;;Colgate dentifricio Triple Action protezione carie 100 ml;Prodotto trovato su GS1
96;C&P;COLG TP ANTICAV 1x12x075MLL G/IT;Colgate Dentifricio Anticarie 75 ml;8718951558830;;;Colgate dentifricio Maximum Caries Protection, protezione carie 75 ml;Prodotto trovato su GS1
97;C&P;COLG TP DEEPWHITE 1X12X075MLL I;Colgate Dentifricio Deep White 75 ml;8718951567689;;;Colgate dentifricio sbiancante Deep Clean Whitening 75 ml;Prodotto trovato su GS1
98;C&P;COLG TP TARTARW 1x12x075MLL IT;Colgate Dentifricio Tartar Control Whitening 75 ml;8718951567580;;;Colgate dentifricio sbiancante Antitartaro + Whitening 75 ml;Prodotto trovato su GS1
99;C&P;COLG TP TRIPLE ACTION 1x12x75MLL I;Colgate Dentifricio Triple Action 75 ml;8718951564343;;;Colgate dentifricio Triple Action protezione carie 75 ml;Prodotto trovato su GS1
100;C&P;DENT COLG ANTICAV 75ML;Colgate Dentifricio Anticarie 75 ml;8410372152306;;;Colgate dentifricio Protezione Carie con calcio 75 ml;Prodotto trovato su GS1
101;C&P;DENT COLG TARTAR+W 75ML;Colgate Dentifricio Tartar + Whitening 75 ml;8410372242304;;;Colgate dentifricio sbiancante Antitartaro + Whitening 75 ml;Prodotto trovato su GS1
102;C&P;COLG TP BMINGEL 1x12x100MLL I/EP SRP;Colgate Dentifricio per Bambini 6+ anni 100 ml;8718951576247;;;Colgate dentifricio Fresh Gel alito fresco 100 ml;Prodotto trovato su GS1
103;C&P;COLG TP FAMACTION 1X12X100MLL IT/GR;Colgate Dentifricio Family Action 100 ml;6920354836152;;;Colgate dentifricio Family Action protezione carie 100 ml;Prodotto trovato su GS1
104;C&P;DENT COLG FAMILY ACTION 100ML;Colgate Dentifricio Family Action 100 ml;8718951219786;;;Colgate dentifricio Family Action 100 ml;Prodotto trovato su GS1
105;C&P;COLG TP MAXCLN 100ML X2 2023;Colgate Dentifricio Max Clean 2x100 ml;8718951631137;;;Colgate dentifricio Max Clean Microgranuli pulizia profonda 2x100 ml;Prodotto trovato su GS1
106;C&P;TP COLG MAX CLEAN 100ML X2;Colgate Dentifricio Max Clean 2x100 ml;8718951527805;;;Colgate dentifricio Max Clean Microgranuli 2x100 ml;Prodotto trovato su GS1
107;C&P;DENT COLG TOTAL ORGINAL 20ML 12PZ;Colgate Dentifricio Total Original 20 ml;8718951226890;;;Colgate dentifricio Total Original protezione 24h 20 ml;Prodotto trovato su GS1
108;C&P;COLG TP BAKSODA 1X12X075ML IT/GR;Colgate Dentifricio Baking Soda 75 ml;6920354836077;;;Colgate dentifricio sbiancante White Teeth Baking Soda 75 ml;Prodotto trovato su GS1
109;C&P;COLG TP FAMACTION 1X12X075MLL IT/GR;Colgate Dentifricio Family Action 75 ml;6920354836138;;;Colgate dentifricio Family Action protezione carie 75 ml;Prodotto trovato su GS1
110;C&P;COLG TP HERBAL 1x12x075MLL IT/GR;Colgate Dentifricio Herbal 75 ml;8718951566682;;;Colgate dentifricio Herbal Original per denti sani 75 ml;Prodotto trovato su GS1
111;C&P;DENT COLG BAKING SODA 75ML;Colgate Dentifricio Baking Soda 75 ml;8003520004406;;;Colgate dentifricio sbiancante White Teeth Baking Soda 75 ml;Prodotto trovato su GS1
112;C&P;DENT COLG FAMILY ACTION 1x12x075MLL;Colgate Dentifricio Family Action 75 ml;8714789706627;;;Colgate dentifricio Family Action 75 ml;Prodotto trovato su GS1
113;C&P;COLG TP ANTICAV 1x12x050MLL IT;Colgate Dentifricio Protezione Carie 50 ml;8718951558052;;;Colgate dentifricio Maximum Caries Protection, protezione carie 50 ml;Prodotto trovato su GS1
114;C&P;SPAZZ COLG KEEP CHARCOAL  x1;Colgate Spazzolino Keep Starter Pack Carbone 1 pezzo;8718951541962;;;Colgate spazzolino Keep Slim Soft setole al carbone, morbido, 2 testine sostituibili;Prodotto trovato su GS1
115;C&P;Spazz Batt COLG Floss Tip Refill 2x12PZ;Colgate Testine di Ricambio Floss Tip per Spazzolino a Batteria 2 pezzi;8718951465930;;;Colgate ricariche spazzolino a batteria 360 Sonic Slim Tip morbido;Prodotto trovato su GS1
116;C&P;Spazz Batt COLG Floss Tip 1x12PZ;Colgate Spazzolino a Batteria 360 Floss Tip 1 pezzo;8718951465893;;;Colgate spazzolino a batteria 360 Sonic Slim Tip, morbido;Prodotto trovato su GS1
117;C&P;SPAZZ COLG BATTERY MINIONS x1;Colgate Spazzolino Elettrico per Bambini Minions 1 pezzo;8718951132429;;;Colgate Minions spazzolino a batteria per bambini dai 3 anni in su, extra morbido;Prodotto trovato su GS1
118;C&P;SPAZZ COLG SONIC POWER PLATINUM x1;Colgate Spazzolino a Batteria 360° Sonic Power Platinum 1 pezzo;8714789184586;;;Colgate spazzolino sbiancante batteria Sonic Power Platinum medio;Prodotto trovato su GS1
119;C&P;SPAZZ COLG ZIG ZAG x6;Colgate Spazzolino Zig Zag 6 pezzi;9300632065547;;;Colgate spazzolino Zig Zag pulizia profonda, medio, 6 pezzi;Prodotto trovato su GS1
120;C&P;COLG MAX WHITE 1+1;Colgate Dentifricio Max White 2x75 ml;8714789637389;;;Colgate spazzolino sbiancante Max White medio, 2 pezzi;Prodotto trovato su GS1
121;C&P;RICARICHE SPAZZ COLG KEEP CHARCOAL x1;Colgate Testine di Ricambio per Spazzolino Keep Carbone Attivo 2 Pezzi;8718951542013;;;Colgate spazzolino Keep Slim Soft, ricariche 2 testine, morbido;Prodotto trovato su GS1
122;C&P;SPAZZ COLG TRIPLE ACTION X4;Colgate Spazzolino Manuale Triple Action Setole Medie 4 Pezzi;8714789738536;;;Colgate spazzolino Triple Action, medio, 4 pezzi;Prodotto trovato su GS1
123;C&P;SPAZZ Zig Zag Charcoal x3;Colgate Spazzolino Manuale Zig Zag Carbone Setole Medie 3 Pezzi;8718951305212;;;Colgate spazzolino Zig Zag Charcoal al carbone, medio, 3 pezzi;Prodotto trovato su GS1
124;C&P;SPAZZ COLG ZIG ZAG x3;Colgate Spazzolino Manuale Zig Zag Setole Medie 3 Pezzi;8714789135243;;;Colgate ZigZag Medio Spazzolino 3 pezzi;Prodotto trovato su GS1
125;C&P;SPAZZ COLG EXTRA CLEAN x4;Colgate Spazzolino Manuale Extra Clean Setole Medie 4 Pezzi;8714789177229;;;Colgate spazzolino Extra Clean, medio, 4 pezzi;Prodotto trovato su GS1
126;C&P;COLG SPAZZ MANUALE Twister x2;Colgate Spazzolino Manuale Twister Setole Medie 2 Pezzi;8714789740027;;;Colgate spazzolino Twister alito fresco, medio, 2 pezzi;Prodotto trovato su GS1
127;C&P;SPAZZ COLG RECYCLEAN x1;Colgate Spazzolino Manuale RecyClean Setole Morbide 1 Pezzo;8718951379480;;;Colgate spazzolino Recyclean pulizia profonda, morbido;Prodotto trovato su GS1
128;C&P;SPAZZOLINO OMNI Charcoal x1;Colgate Spazzolino 360° Whole Mouth Clean Charcoal 1 Pezzo;8718951557116;;;Colgate spazzolino 360 Charcoal al carbone pulizia profonda, medio;Prodotto trovato su GS1
129;C&P;COLG SPAZ SLIM SOFT Charcoal x1;Colgate Spazzolino Manuale Slim Soft Charcoal Setole Morbide 1 Pezzo;8718951559400;;;Colgate spazzolino Slim Soft al carbone pulizia profonda, morbido;Prodotto trovato su GS1
130;C&P;SPAZ Bamboo Carbonx1;Colgate Spazzolino Manuale Bamboo Setole Morbide con Carbone 1 Pezzo;8718951559301;;;Colgate spazzolino Bambù Carbone pulizia profonda, morbido;Prodotto trovato su GS1
131;C&P;SPAZ RecyClean x1;Colgate Spazzolino Manuale RecyClean Setole Medie 1 Pezzo;8718951559271;;;Colgate spazzolino RecyClean pulizia profonda, morbido;Prodotto trovato su GS1
132;C&P;SPAZZOLINO OMNI Deep Clean x1;Colgate Spazzolino 360° Deep Clean Setole Medie 1 Pezzo;8718951562059;;;Colgate spazzolino 360° pulizia profonda, medio;Prodotto trovato su GS1
